id,source,probA,probB,probC,probD,answer,time,error,sources,ids,similarity,confident,add_ids
11.0,MEDMCQA,0.9708406925201416,0.013848298229277134,0.0030899732373654842,0.012221081182360649,0,0.28511738777160645,False,"['STAT', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519162798284, 468502519163504648, 468502519163247987, 468502519162298341, 468502519163896842]","[0.7946306467056274, 0.7990819215774536, 0.808491587638855, 0.8119333982467651, 0.8105829954147339]",1,"[-1, -1, -1, -1, -1]"
12.0,MEDMCQA,0.038860201835632324,0.012616059742867947,0.884454071521759,0.06406964361667633,2,0.2272934913635254,False,"['STAT', 'TEXT', 'TEXT', 'STAT', 'STAT']","[468502519162922268, 468502519162388580, 468502519162388582, 468502519162768013, 468502519162798058]","[0.7911324501037598, 0.7801675796508789, 0.7676313519477844, 0.7964503765106201, 0.7793976068496704]",1,"[-1, -1, -1, -1, -1]"
13.0,MEDMCQA,0.21049024164676666,0.02848675847053528,0.11266730725765228,0.6483556032180786,3,0.2185218334197998,False,"['TEXT', 'PBMD', 'STAT', 'STAT', 'TEXT']","[468502519162296532, 468502519163203813, 468502519162912100, 468502519162770137, 468502519162296007]","[0.7481134533882141, 0.7468506097793579, 0.7503101825714111, 0.745175838470459, 0.7224156260490417]",1,"[-1, -1, -1, -1, -1]"
14.0,MEDMCQA,7.484464003937319e-05,2.2601122964260867e-06,0.9999039173126221,1.8923687093774788e-05,2,0.28438282012939453,False,"['STAT', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519162429794, 468502519163859029, 468502519162704248, 468502519163856719, 468502519163838695]","[0.7597679495811462, 0.7469502091407776, 0.7645808458328247, 0.752166748046875, 0.7403271794319153]",1,"[-1, -1, -1, -1, -1]"
15.0,MEDMCQA,0.004731195513159037,0.00038836017483845353,0.29270869493484497,0.7021716833114624,2,0.28319859504699707,False,"['TEXT', 'TEXT', 'PBMD', 'TEXT', 'STAT']","[468502519162297153, 468502519162299536, 468502519163261465, 468502519162297154, 468502519162492538]","[0.8137187957763672, 0.8347001075744629, 0.7619031667709351, 0.8007798194885254, 0.7570984363555908]",1,"[-1, -1, -1, -1, -1]"
16.0,MEDMCQA,0.9552263021469116,0.025455918163061142,0.007293242961168289,0.012024524621665478,3,0.3090677261352539,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163120586, 468502519163351751, 468502519163113795, 468502519163742816, 468502519163670397]","[0.7633274793624878, 0.7751375436782837, 0.7503848075866699, 0.7439661622047424, 0.7859328985214233]",1,"[-1, -1, -1, -1, -1]"
17.0,MEDMCQA,0.020137472078204155,0.004493277054280043,0.970277726650238,0.0050915502943098545,0,0.24774479866027832,False,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519163434923, 468502519163433240, 468502519162963711, 468502519163114220, 468502519163114219]","[0.7979660630226135, 0.7973170280456543, 0.8127598762512207, 0.8058502674102783, 0.8178979158401489]",1,"[-1, -1, -1, -1, -1]"
18.0,MEDMCQA,0.00048771651927381754,0.00010882426431635395,0.999224066734314,0.00017942089471034706,2,0.23076534271240234,False,"['STAT', 'STAT', 'STAT', 'PBMD', 'PBMD']","[468502519162767372, 468502519162767370, 468502519162937509, 468502519163809911, 468502519163117315]","[0.8023107647895813, 0.7868649959564209, 0.7630025148391724, 0.7688966989517212, 0.7799215912818909]",1,"[-1, -1, -1, -1, -1]"
19.0,MEDMCQA,0.9778019785881042,0.007465610280632973,0.0024237288162112236,0.012308710254728794,0,0.18149089813232422,False,"['STAT', 'STAT', 'STAT', 'STAT', 'TEXT']","[468502519162694704, 468502519162694699, 468502519162694716, 468502519162437613, 468502519162296174]","[0.78122878074646, 0.7990072965621948, 0.8082062602043152, 0.787500262260437, 0.7688001394271851]",1,"[-1, -1, -1, -1, -1]"
20.0,MEDMCQA,0.16940288245677948,0.062319837510585785,0.24647971987724304,0.5217975974082947,3,0.3323800563812256,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163159211, 468502519163153491, 468502519163706387, 468502519163612997, 468502519163146181]","[0.774266242980957, 0.7727633118629456, 0.7328965067863464, 0.7354738712310791, 0.7393028140068054]",1,"[-1, -1, -1, -1, -1]"
21.0,MEDMCQA,0.6449442505836487,0.028336873278021812,0.022068778052926064,0.30465009808540344,0,0.1802206039428711,False,"['PBMD', 'PBMD', 'TEXT', 'PBMD', 'PBMD']","[468502519163432765, 468502519163436041, 468502519162399115, 468502519163120017, 468502519163137499]","[0.696275532245636, 0.7076160311698914, 0.6788643598556519, 0.6756925582885742, 0.6610279083251953]",1,"[-1, -1, -1, -1, -1]"
22.0,MEDMCQA,0.9998835325241089,7.484311208827421e-05,3.53533832821995e-05,6.143496648292057e-06,0,0.20549869537353516,False,"['STAT', 'PBMD', 'PBMD', 'STAT', 'PBMD']","[468502519162872310, 468502519163805602, 468502519163960062, 468502519162799655, 468502519163686927]","[0.8108389973640442, 0.8193299770355225, 0.8569070100784302, 0.8227403163909912, 0.8257126808166504]",1,"[-1, -1, -1, -1, -1]"
23.0,MEDMCQA,0.003580013755708933,0.9926385879516602,0.000622113118879497,0.0031593511812388897,1,0.357236385345459,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162904112, 468502519163863627, 468502519163689226, 468502519163799054, 468502519163008035]","[0.7630997896194458, 0.7736937403678894, 0.76133793592453, 0.7588418126106262, 0.8122717142105103]",1,"[-1, -1, -1, -1, -1]"
24.0,MEDMCQA,0.39564236998558044,0.1868882179260254,0.14554870128631592,0.271920770406723,2,0.4309518337249756,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163119481, 468502519163530222, 468502519163133224, 468502519163644501, 468502519163431928]","[0.6600440740585327, 0.6679519414901733, 0.6765508055686951, 0.6503129601478577, 0.6785206198692322]",2,"[468502519163117997, 468502519163723827, 468502519163906302, 468502519163902916, 468502519163161734, 468502519163136258, 468502519163120470, 468502519163906302, 468502519163318788, 468502519163287089]"
25.0,MEDMCQA,0.0019259003456681967,0.0002029884053627029,0.00023001598310656846,0.9976410865783691,3,0.25087618827819824,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163434278, 468502519163116896, 468502519163445111, 468502519163119211, 468502519163433643]","[0.7833683490753174, 0.7571179866790771, 0.7425083518028259, 0.7593362927436829, 0.7405666708946228]",1,"[-1, -1, -1, -1, -1]"
26.0,MEDMCQA,0.9921608567237854,0.005206382367759943,0.0013163796393200755,0.0013163796393200755,0,0.23230266571044922,False,"['PBMD', 'STAT', 'PBMD', 'STAT', 'STAT']","[468502519163405234, 468502519162727734, 468502519163170915, 468502519162921547, 468502519162779781]","[0.759714663028717, 0.7550870180130005, 0.7604835629463196, 0.7599343657493591, 0.7496060132980347]",1,"[-1, -1, -1, -1, -1]"
27.0,MEDMCQA,0.9543089866638184,0.01980604976415634,0.022443197667598724,0.003441775683313608,0,0.38239026069641113,False,"['PBMD', 'STAT', 'STAT', 'STAT', 'PBMD']","[468502519163322456, 468502519162830152, 468502519162929050, 468502519162929051, 468502519163915084]","[0.765644907951355, 0.750293493270874, 0.7745324373245239, 0.7879230976104736, 0.7468991875648499]",1,"[-1, -1, -1, -1, -1]"
28.0,MEDMCQA,0.005748827941715717,0.0073816413059830666,0.9668042063713074,0.02006538026034832,2,0.23984503746032715,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163035830, 468502519163944163, 468502519163964254, 468502519163772915, 468502519163493644]","[0.76926589012146, 0.778743326663971, 0.7612187266349792, 0.7808343768119812, 0.7755268812179565]",1,"[-1, -1, -1, -1, -1]"
29.0,MEDMCQA,0.20730076730251312,0.04625505208969116,0.5635018944740295,0.18294227123260498,0,0.26757240295410156,False,"['PBMD', 'PBMD', 'PBMD', 'STAT', 'STAT']","[468502519163945477, 468502519163900432, 468502519163868852, 468502519162868389, 468502519162866437]","[0.7678540945053101, 0.8052822947502136, 0.7639098167419434, 0.773399829864502, 0.7699254751205444]",1,"[-1, -1, -1, -1, -1]"
30.0,MEDMCQA,0.0010304984170943499,0.00017907378787640482,0.9972910284996033,0.001499366364441812,2,0.3219461441040039,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163653438, 468502519163258736, 468502519163135996, 468502519163706082, 468502519163933175]","[0.808521032333374, 0.801584005355835, 0.824560284614563, 0.802800178527832, 0.8077365159988403]",1,"[-1, -1, -1, -1, -1]"
31.0,MEDMCQA,0.9989674091339111,0.0006260795635171235,0.00020325827063061297,0.00020325827063061297,0,0.2666170597076416,False,"['TEXT', 'STAT', 'PBMD', 'TEXT', 'PBMD']","[468502519162295600, 468502519162872778, 468502519163471630, 468502519162295537, 468502519163559041]","[0.7805156707763672, 0.7351683378219604, 0.7350552082061768, 0.7344627976417542, 0.7549549341201782]",1,"[-1, -1, -1, -1, -1]"
32.0,MEDMCQA,0.04852502793073654,0.0428231880068779,0.04852502793073654,0.8601267337799072,3,0.3377854824066162,False,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519163617457, 468502519163540146, 468502519163738135, 468502519162410136, 468502519163436883]","[0.7913550734519958, 0.7899243235588074, 0.8094474077224731, 0.7842448353767395, 0.7967727184295654]",1,"[-1, -1, -1, -1, -1]"
33.0,MEDMCQA,0.4430448114871979,0.18468855321407318,0.20927955210208893,0.16298708319664001,3,0.295849084854126,False,"['STAT', 'TEXT', 'STAT', 'STAT', 'PBMD']","[468502519162965780, 468502519162316212, 468502519162989891, 468502519162965790, 468502519163770890]","[0.7030065059661865, 0.7276537418365479, 0.7184363007545471, 0.7148649096488953, 0.7078847885131836]",1,"[-1, -1, -1, -1, -1]"
34.0,MEDMCQA,0.19052211940288544,0.6649875044822693,0.10197914391756058,0.0425112284719944,0,0.5015053749084473,False,"['STAT', 'PBMD', 'STAT', 'PBMD', 'STAT']","[468502519162864615, 468502519163222028, 468502519162856314, 468502519163201398, 468502519162856338]","[0.7698685526847839, 0.7342232465744019, 0.7607171535491943, 0.7507786154747009, 0.7289742231369019]",2,"[468502519163201398, 468502519162480850, 468502519163702212, 468502519162812975, 468502519162926255, 468502519162450013, 468502519162856336, 468502519162856338, 468502519162856304, 468502519162480856]"
35.0,MEDMCQA,0.022020788863301277,0.013356282375752926,0.9363477230072021,0.028275251388549805,2,0.2602269649505615,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163971269, 468502519163248117, 468502519163688324, 468502519163893697, 468502519163914146]","[0.7358490228652954, 0.754604697227478, 0.7396042943000793, 0.7563686370849609, 0.7764133214950562]",1,"[-1, -1, -1, -1, -1]"
36.0,MEDMCQA,0.022972924634814262,0.9768335819244385,5.694418359780684e-05,0.00013660200056619942,0,0.25527358055114746,False,"['STAT', 'STAT', 'PBMD', 'STAT', 'TEXT']","[468502519162878303, 468502519162917603, 468502519163529920, 468502519162880447, 468502519162296487]","[0.7585874199867249, 0.7405235767364502, 0.7623656392097473, 0.747972309589386, 0.7377278804779053]",1,"[-1, -1, -1, -1, -1]"
37.0,MEDMCQA,0.9998575448989868,0.00010889325494645163,3.119844041066244e-05,2.2600074771617074e-06,0,0.2169020175933838,False,"['STAT', 'TEXT', 'STAT', 'STAT', 'PBMD']","[468502519162871235, 468502519162384580, 468502519162985287, 468502519162886703, 468502519163052471]","[0.8116450905799866, 0.8127676248550415, 0.8336039781570435, 0.8200618624687195, 0.814361572265625]",1,"[-1, -1, -1, -1, -1]"
38.0,MEDMCQA,0.1779790073633194,0.007819851860404015,0.01655462570488453,0.7976465821266174,3,0.19384384155273438,False,"['STAT', 'STAT', 'STAT', 'PBMD', 'STAT']","[468502519162852830, 468502519162485079, 468502519162871252, 468502519163056084, 468502519162485088]","[0.7471824884414673, 0.7589165568351746, 0.7638739943504333, 0.7539681196212769, 0.7665407657623291]",1,"[-1, -1, -1, -1, -1]"
39.0,MEDMCQA,0.9994588494300842,0.00015837556566111743,0.0002033582713920623,0.00017946305160876364,0,0.2856900691986084,False,"['TEXT', 'TEXT', 'PBMD', 'TEXT', 'TEXT']","[468502519162335838, 468502519162327135, 468502519163556557, 468502519162306543, 468502519162327151]","[0.7775683403015137, 0.7774186730384827, 0.7601117491722107, 0.7608344554901123, 0.7724552750587463]",1,"[-1, -1, -1, -1, -1]"
40.0,MEDMCQA,0.00022993255697656423,0.9972792267799377,0.001323170494288206,0.0011676938738673925,1,0.20903468132019043,False,"['STAT', 'STAT', 'STAT', 'PBMD', 'TEXT']","[468502519162906058, 468502519162990065, 468502519162436150, 468502519163922443, 468502519162328222]","[0.7870899438858032, 0.8100010752677917, 0.7713147401809692, 0.7707514762878418, 0.7771214246749878]",1,"[-1, -1, -1, -1, -1]"
41.0,MEDMCQA,5.828970097354613e-05,1.6700278138159774e-05,1.012923166854307e-05,0.9999148845672607,3,0.22480511665344238,False,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519162980842, 468502519162481143, 468502519162799160, 468502519162980836, 468502519162980840]","[0.8061545491218567, 0.7649490833282471, 0.7843399047851562, 0.7510508894920349, 0.77549147605896]",1,"[-1, -1, -1, -1, -1]"
42.0,MEDMCQA,0.4287649095058441,0.13919958472251892,0.20253419876098633,0.22950132191181183,2,0.34152841567993164,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163793488, 468502519163637124, 468502519163963678, 468502519163552102, 468502519163936043]","[0.7296832203865051, 0.7362924218177795, 0.7250794768333435, 0.7167044281959534, 0.7182931303977966]",1,"[-1, -1, -1, -1, -1]"
43.0,MEDMCQA,0.0004875345039181411,0.9988511800765991,0.0005524489679373801,0.00010878364992095158,1,0.2403564453125,False,"['STAT', 'TEXT', 'STAT', 'STAT', 'STAT']","[468502519162722759, 468502519162296614, 468502519162991017, 468502519162722748, 468502519162843899]","[0.7699329853057861, 0.7660170197486877, 0.7583739161491394, 0.7738173007965088, 0.7603780627250671]",1,"[-1, -1, -1, -1, -1]"
44.0,MEDMCQA,0.00017948100867215544,5.8268946304451674e-05,0.00020337861496955156,0.9995588660240173,3,0.3234877586364746,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519163415232, 468502519163282862, 468502519163115383, 468502519163577612, 468502519162887737]","[0.7793657779693604, 0.7764729261398315, 0.7735303640365601, 0.773764431476593, 0.7744401097297668]",1,"[-1, -1, -1, -1, -1]"
45.0,MEDMCQA,0.009330064058303833,0.006412453018128872,0.9516924023628235,0.032565124332904816,2,0.31067848205566406,False,"['TEXT', 'TEXT', 'TEXT', 'PBMD', 'STAT']","[468502519162399043, 468502519162306308, 468502519162342947, 468502519163483169, 468502519162478541]","[0.8121219873428345, 0.7686303853988647, 0.7955722212791443, 0.7903019785881042, 0.7789644598960876]",1,"[-1, -1, -1, -1, -1]"
46.0,MEDMCQA,0.9266270399093628,0.03170743212103844,0.01697176694869995,0.024693774059414864,0,0.24734807014465332,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163076363, 468502519163088675, 468502519163276492, 468502519163730665, 468502519163069230]","[0.7509155869483948, 0.7727714776992798, 0.7687525749206543, 0.7687805891036987, 0.7920044660568237]",1,"[-1, -1, -1, -1, -1]"
47.0,MEDMCQA,0.3423192799091339,0.08655187487602234,0.3878985643386841,0.18323031067848206,0,0.35216498374938965,False,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519162970943, 468502519162456377, 468502519162963071, 468502519162765467, 468502519162765468]","[0.7447744011878967, 0.7647715210914612, 0.7449893951416016, 0.7349829077720642, 0.7530436515808105]",2,"[468502519162463141, 468502519162963058, 468502519162970943, 468502519162949860, 468502519163610026, 468502519162963071, 468502519162963061, 468502519162970943, 468502519162765468, 468502519162949860]"
48.0,MEDMCQA,0.7000143527984619,0.08360479027032852,0.09473664313554764,0.12164425849914551,1,0.3300137519836426,False,"['PBMD', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[468502519163540652, 468502519162400982, 468502519162351823, 468502519162400933, 468502519162319665]","[0.7458429932594299, 0.7971083521842957, 0.7880641222000122, 0.750127911567688, 0.7448822259902954]",1,"[-1, -1, -1, -1, -1]"
49.0,MEDMCQA,0.04037545248866081,0.918941080570221,0.021611424162983894,0.01907201297581196,1,0.32681751251220703,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163236795, 468502519163533022, 468502519163238007, 468502519163981716, 468502519163328055]","[0.7939907312393188, 0.7825708389282227, 0.7794405817985535, 0.7847973704338074, 0.788713276386261]",1,"[-1, -1, -1, -1, -1]"
50.0,MEDMCQA,0.24874748289585114,0.5265984535217285,0.09150908887386322,0.13314494490623474,1,0.20090675354003906,False,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519162899033, 468502519162937567, 468502519162837986, 468502519162892184, 468502519162696770]","[0.7368244528770447, 0.7539352178573608, 0.7440075278282166, 0.7277382016181946, 0.7122727036476135]",1,"[-1, -1, -1, -1, -1]"
51.0,MEDMCQA,0.7443707585334778,0.18820640444755554,0.019836807623505592,0.04758602753281593,0,0.28395843505859375,False,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'STAT']","[468502519163665464, 468502519163268657, 468502519162767829, 468502519163282510, 468502519162705036]","[0.7071386575698853, 0.6612089276313782, 0.6619715094566345, 0.679936945438385, 0.6772304773330688]",1,"[-1, -1, -1, -1, -1]"
52.0,MEDMCQA,0.2580748498439789,0.057584282010793686,0.06525153666734695,0.6190893650054932,0,0.19034576416015625,False,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519162980841, 468502519162980840, 468502519162711172, 468502519162741286, 468502519162420351]","[0.766939640045166, 0.7496688961982727, 0.7557570338249207, 0.751831591129303, 0.7563494443893433]",1,"[-1, -1, -1, -1, -1]"
53.0,MEDMCQA,0.4516954720020294,0.1882946789264679,0.14664404094219208,0.2133658230304718,3,0.8648498058319092,False,"['TEXT', 'STAT', 'STAT', 'TEXT', 'TEXT']","[468502519162334993, 468502519162719041, 468502519162816409, 468502519162364085, 468502519162387792]","[0.786926805973053, 0.7965932488441467, 0.7983444333076477, 0.784551203250885, 0.8054215908050537]",4,"[468502519163801930, 468502519163574298, 468502519162733158, 468502519162363832, 468502519162364085, 468502519162485700, 468502519162780795, 468502519163987547, 468502519163725737, 468502519162336431, 468502519162764062, 468502519162764023, 468502519163409274, 468502519162733157, 468502519162492119, 468502519162991366, 468502519162479246, 468502519163812680, 468502519163857082, 468502519162991340]"
54.0,MEDMCQA,0.24937452375888824,0.07144699990749359,0.08096005022525787,0.5982183814048767,3,0.5820505619049072,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163669895, 468502519163702554, 468502519163984896, 468502519163456174, 468502519162303624]","[0.7700440883636475, 0.7656042575836182, 0.7919360995292664, 0.7654469609260559, 0.7669972777366638]",2,"[468502519162430154, 468502519163984896, 468502519163758325, 468502519162717012, 468502519163175544, 468502519163758325, 468502519163985218, 468502519162832750, 468502519162717012, 468502519163595529]"
55.0,MEDMCQA,0.9719353914260864,0.007420818321406841,0.01223486103117466,0.008408889174461365,0,0.19937491416931152,False,"['STAT', 'STAT', 'STAT', 'TEXT', 'TEXT']","[468502519162930009, 468502519162759886, 468502519162831201, 468502519162418763, 468502519162390825]","[0.8049741983413696, 0.767819881439209, 0.7785156965255737, 0.7837924361228943, 0.8187153339385986]",1,"[-1, -1, -1, -1, -1]"
56.0,MEDMCQA,8.480477117700502e-05,7.888072104833554e-06,0.9998412132263184,6.604601367143914e-05,2,0.2339344024658203,False,"['PBMD', 'PBMD', 'PBMD', 'STAT', 'STAT']","[468502519163101673, 468502519163095263, 468502519163103898, 468502519162467444, 468502519162467469]","[0.7705520987510681, 0.7706881165504456, 0.7709992527961731, 0.8040518164634705, 0.7707532048225403]",1,"[-1, -1, -1, -1, -1]"
57.0,MEDMCQA,0.007512612268328667,0.9839580059051514,0.007512612268328667,0.001016721478663385,1,0.16443967819213867,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163527308, 468502519163434236, 468502519163323992, 468502519163433058, 468502519163915971]","[0.744331955909729, 0.7384016513824463, 0.739176869392395, 0.7430319786071777, 0.7387217283248901]",1,"[-1, -1, -1, -1, -1]"
58.0,MEDMCQA,0.4482780694961548,0.23994596302509308,0.10002435743808746,0.2117515653371811,2,0.40952134132385254,False,"['TEXT', 'PBMD', 'PBMD', 'STAT', 'STAT']","[468502519162343942, 468502519163507213, 468502519163425847, 468502519162972285, 468502519162718591]","[0.7760170698165894, 0.7457317113876343, 0.7475094199180603, 0.7516152858734131, 0.7431137561798096]",1,"[-1, -1, -1, -1, -1]"
59.0,MEDMCQA,0.9999572038650513,1.4738568097527605e-05,2.4299790311488323e-05,3.726493787326035e-06,0,0.2727169990539551,False,"['TEXT', 'TEXT', 'TEXT', 'TEXT', 'TEXT']","[468502519162408930, 468502519162306046, 468502519162408931, 468502519162298706, 468502519162409136]","[0.7060213685035706, 0.7096150517463684, 0.7066624760627747, 0.7376478314399719, 0.7329910397529602]",1,"[-1, -1, -1, -1, -1]"
60.0,MEDMCQA,0.0158193651586771,0.9787094593048096,0.003999761771410704,0.0014714301796630025,2,0.3676719665527344,False,"['PBMD', 'TEXT', 'TEXT', 'TEXT', 'PBMD']","[468502519163693650, 468502519162298420, 468502519162298422, 468502519162298452, 468502519163804562]","[0.7718658447265625, 0.7554168701171875, 0.7576768398284912, 0.7534418702125549, 0.766949474811554]",1,"[-1, -1, -1, -1, -1]"
61.0,MEDMCQA,0.0614042729139328,0.07884465157985687,0.8476598262786865,0.012091217562556267,0,0.27341413497924805,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163194977, 468502519163434591, 468502519163798885, 468502519163182723, 468502519163434790]","[0.7507760524749756, 0.7535246014595032, 0.7491700649261475, 0.7617136836051941, 0.7551001310348511]",1,"[-1, -1, -1, -1, -1]"
62.0,MEDMCQA,0.04138731211423874,0.9419708847999573,0.015225540846586227,0.0014161958824843168,0,0.3060307502746582,False,"['STAT', 'STAT', 'PBMD', 'PBMD', 'PBMD']","[468502519162868391, 468502519162868392, 468502519163927077, 468502519163742147, 468502519163617022]","[0.7671974897384644, 0.7345353364944458, 0.7979058623313904, 0.725623607635498, 0.7141327857971191]",1,"[-1, -1, -1, -1, -1]"
63.0,MEDMCQA,0.005650354083627462,0.002355417935177684,0.04175078123807907,0.9502434134483337,3,0.23767471313476562,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163113845, 468502519163119270, 468502519163115764, 468502519163118695, 468502519163614154]","[0.8006373643875122, 0.7967808842658997, 0.8103939294815063, 0.8238208293914795, 0.8007519245147705]",1,"[-1, -1, -1, -1, -1]"
