id,source,probA,probB,probC,probD,probE,answer,time,error,sources,ids,similarity,confident,add_ids
31,MEDQA,0.20514315366744995,0.058774497359991074,0.20514315366744995,0.2984815239906311,0.23245765268802643,2,1.1467173099517822,False,"['PBMD', 'PBMD', 'PBMD', 'TEXT', 'PBMD']","[468502519163049966, 468502519163672000, 468502519163509221, 468502519162408638, 468502519163055785]","[0.8113896250724792, 0.7988038063049316, 0.7965623736381531, 0.7937113046646118, 0.7991237640380859]",2,"[468502519163771628, 468502519163860724, 468502519163357737, 468502519163653988, 468502519163931626, 468502519163779822, 468502519162477983, 468502519163509221, 468502519163264586, 468502519163689699]"
32,MEDQA,0.13015352189540863,0.037289611995220184,0.5147671699523926,0.04225466400384903,0.2755350172519684,4,0.3450946807861328,False,"['PBMD', 'PBMD', 'STAT', 'PBMD', 'PBMD']","[468502519163259392, 468502519163140663, 468502519162882722, 468502519163359112, 468502519163987838]","[0.7958595156669617, 0.8000196218490601, 0.7901318073272705, 0.7987759709358215, 0.7939499616622925]",1,"[-1, -1, -1, -1, -1]"
33,MEDQA,0.22162260115146637,0.07195033133029938,0.11862603574991226,0.11862603574991226,0.4691750705242157,1,0.35591721534729004,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163029705, 468502519163883746, 468502519163397971, 468502519163087736, 468502519163839320]","[0.807746171951294, 0.8079960942268372, 0.8042535185813904, 0.805569052696228, 0.8042515516281128]",1,"[-1, -1, -1, -1, -1]"
34,MEDQA,0.5579625964164734,0.07551202178001404,0.10986935347318649,0.07551202178001404,0.18114392459392548,1,0.3740065097808838,False,"['TEXT', 'TEXT', 'STAT', 'TEXT', 'TEXT']","[468502519162352301, 468502519162353493, 468502519162753646, 468502519162353494, 468502519162329173]","[0.7753282785415649, 0.810309112071991, 0.7734373807907104, 0.7854019999504089, 0.7798159122467041]",1,"[-1, -1, -1, -1, -1]"
35,MEDQA,0.9500318169593811,0.01355147548019886,0.01355147548019886,0.01355147548019886,0.00931378360837698,0,0.4459869861602783,False,"['PBMD', 'TEXT', 'PBMD', 'TEXT', 'PBMD']","[468502519163410552, 468502519162350686, 468502519163345715, 468502519162351092, 468502519163960333]","[0.7780466079711914, 0.7809337377548218, 0.7786543965339661, 0.7918844819068909, 0.8032886981964111]",1,"[-1, -1, -1, -1, -1]"
36,MEDQA,0.0070953150279819965,0.001583178760483861,0.0026102205738425255,0.9293028712272644,0.05940834432840347,4,0.28604555130004883,False,"['TEXT', 'TEXT', 'TEXT', 'PBMD', 'PBMD']","[468502519162326366, 468502519162307512, 468502519162326330, 468502519163911005, 468502519163238886]","[0.7727040648460388, 0.7702703475952148, 0.7651643753051758, 0.8045427203178406, 0.7615861892700195]",1,"[-1, -1, -1, -1, -1]"
37,MEDQA,0.5499178767204285,0.07442329078912735,0.07442329078912735,0.12270326912403107,0.1785321980714798,0,0.5548617839813232,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163164647, 468502519163923753, 468502519163871094, 468502519163740362, 468502519163738005]","[0.8028876185417175, 0.822597086429596, 0.8071169257164001, 0.8152607679367065, 0.8146489262580872]",1,"[-1, -1, -1, -1, -1]"
38,MEDQA,0.10484445095062256,0.10484445095062256,0.25150877237319946,0.17285926640033722,0.3659430742263794,4,0.5577800273895264,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163834766, 468502519163937385, 468502519163953714, 468502519163552789, 468502519163933042]","[0.7700814008712769, 0.7782771587371826, 0.7782706618309021, 0.7788441181182861, 0.7856564521789551]",1,"[-1, -1, -1, -1, -1]"
39,MEDQA,0.6021876931190491,0.05601218342781067,0.11857778578996658,0.1046445295214653,0.11857778578996658,0,0.3024590015411377,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'STAT']","[468502519162426197, 468502519163186019, 468502519163490799, 468502519163241048, 468502519162426192]","[0.7955039143562317, 0.7936670780181885, 0.7955400347709656, 0.7933886051177979, 0.806817352771759]",1,"[-1, -1, -1, -1, -1]"
40,MEDQA,0.004124552942812443,0.003639905247837305,0.007705679628998041,0.8906554579734802,0.09387439489364624,3,0.5625145435333252,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163786454, 468502519163712857, 468502519163790247, 468502519163869774, 468502519163561589]","[0.8057297468185425, 0.8119326233863831, 0.8152352571487427, 0.8104419708251953, 0.8095226287841797]",1,"[-1, -1, -1, -1, -1]"
41,MEDQA,0.013523003086447716,0.0049748350866138935,0.948035717010498,0.025264296680688858,0.008202116005122662,2,0.6403169631958008,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163979410, 468502519163658423, 468502519163683245, 468502519163521303, 468502519163898397]","[0.7760545611381531, 0.7863851189613342, 0.7784239649772644, 0.7750511169433594, 0.7839358448982239]",1,"[-1, -1, -1, -1, -1]"
42,MEDQA,0.07180126756429672,0.04934823885560036,0.7719363570213318,0.06336439400911331,0.04354966804385185,0,0.43863868713378906,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163571505, 468502519163620808, 468502519163282642, 468502519163355631, 468502519163845822]","[0.8159810304641724, 0.7975707054138184, 0.7982306480407715, 0.7873985171318054, 0.8047105073928833]",1,"[-1, -1, -1, -1, -1]"
43,MEDQA,0.10247807949781418,0.02591051533818245,0.589720606803894,0.19145424664020538,0.09043658524751663,2,0.9980757236480713,False,"['STAT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162484671, 468502519163721811, 468502519163735522, 468502519163351866, 468502519163467338]","[0.7506918907165527, 0.7482811808586121, 0.7540680170059204, 0.7567893266677856, 0.7504988312721252]",3,"[468502519163108122, 468502519163716723, 468502519163404895, 468502519163473001, 468502519163467338, 468502519163716723, 468502519163108122, 468502519162943412, 468502519162754924, 468502519162431706, 468502519163300794, 468502519163257230, 468502519163251796, 468502519163213947, 468502519163467338]"
44,MEDQA,0.144290953874588,0.127336323261261,0.11237391084432602,0.5036249160766602,0.11237391084432602,1,0.5143091678619385,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163265053, 468502519162417561, 468502519163790247, 468502519163412848, 468502519163611690]","[0.7855486273765564, 0.7703297138214111, 0.8081257343292236, 0.7839804291725159, 0.7813681364059448]",1,"[-1, -1, -1, -1, -1]"
45,MEDQA,0.028051624074578285,0.007092561572790146,0.14245790243148804,0.0026092075277119875,0.8197886347770691,4,0.41199421882629395,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163773159, 468502519163721552, 468502519163782927, 468502519163662788, 468502519163703220]","[0.7566324472427368, 0.7516046166419983, 0.7570236921310425, 0.7544035315513611, 0.7516338229179382]",1,"[-1, -1, -1, -1, -1]"
46,MEDQA,0.028973150998353958,0.6594258546829224,0.18892867863178253,0.06133616343140602,0.06133616343140602,2,0.4842071533203125,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163357119, 468502519163714395, 468502519163874299, 468502519163647085, 468502519163728836]","[0.770550549030304, 0.7668400406837463, 0.7737334370613098, 0.7868242263793945, 0.7654675245285034]",1,"[-1, -1, -1, -1, -1]"
47,MEDQA,0.44652917981147766,0.06847746670246124,0.08792681246995926,0.18614105880260468,0.21092544496059418,0,0.46659135818481445,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162412083, 468502519163890815, 468502519163542125, 468502519163061525, 468502519163744099]","[0.8018069267272949, 0.8151060342788696, 0.8025515079498291, 0.7883509397506714, 0.7947156429290771]",1,"[-1, -1, -1, -1, -1]"
48,MEDQA,0.06623993813991547,0.8069676756858826,0.05845654383301735,0.05158771574497223,0.016748080030083656,1,0.3675811290740967,False,"['TEXT', 'PBMD', 'STAT', 'STAT', 'PBMD']","[468502519162373016, 468502519163983864, 468502519162981057, 468502519162722255, 468502519163020059]","[0.7849112749099731, 0.7903609275817871, 0.7845836877822876, 0.7850211262702942, 0.7840014696121216]",1,"[-1, -1, -1, -1, -1]"
49,MEDQA,0.00029471635934896767,6.576011219294742e-05,5.803309613838792e-05,0.9955130219459534,0.004068434238433838,3,0.39039158821105957,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163126009, 468502519162346294, 468502519163650911, 468502519163477007, 468502519163231246]","[0.7907322645187378, 0.7914608716964722, 0.7971057891845703, 0.7969340682029724, 0.8111722469329834]",1,"[-1, -1, -1, -1, -1]"
50,MEDQA,0.000179485505213961,4.5381038944469765e-05,5.142345617059618e-05,0.00013978344213683158,0.999583899974823,4,0.3735330104827881,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162331758, 468502519163127146, 468502519163815592, 468502519163861000, 468502519163533332]","[0.7651768922805786, 0.7708920836448669, 0.7648811936378479, 0.7678484916687012, 0.7638057470321655]",1,"[-1, -1, -1, -1, -1]"
51,MEDQA,0.32649898529052734,0.12011227011680603,0.15422719717025757,0.1747623234987259,0.22439925372600555,0,0.534229040145874,False,"['PBMD', 'TEXT', 'PBMD', 'PBMD', 'PBMD']","[468502519163787733, 468502519162390966, 468502519163866973, 468502519163934562, 468502519163370442]","[0.7895933389663696, 0.8071785569190979, 0.7911714315414429, 0.7935661673545837, 0.791713297367096]",1,"[-1, -1, -1, -1, -1]"
52,MEDQA,0.01422212179750204,0.004617247264832258,0.2520931661128998,0.6852602362632751,0.043807219713926315,3,0.3664231300354004,False,"['TEXT', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519162297968, 468502519163502263, 468502519163508657, 468502519163717242, 468502519163330737]","[0.8140274286270142, 0.8109965920448303, 0.8015270829200745, 0.8254268169403076, 0.808966338634491]",1,"[-1, -1, -1, -1, -1]"
53,MEDQA,0.03596756234765053,0.011676957830786705,0.8186179399490356,0.09776997566223145,0.03596756234765053,3,0.28672337532043457,False,"['STAT', 'STAT', 'STAT', 'STAT', 'STAT']","[468502519162876558, 468502519162800381, 468502519162448655, 468502519162955775, 468502519162719566]","[0.7517393231391907, 0.754237711429596, 0.7609524726867676, 0.7698947191238403, 0.7614243030548096]",1,"[-1, -1, -1, -1, -1]"
54,MEDQA,0.001308988663367927,0.9865902662277222,0.0031401007436215878,0.008535678498446941,0.00042496639071032405,1,0.3334670066833496,False,"['STAT', 'TEXT', 'STAT', 'PBMD', 'STAT']","[468502519162734385, 468502519162308132, 468502519162806028, 468502519163580936, 468502519162963379]","[0.7941153049468994, 0.8083990812301636, 0.8119669556617737, 0.780841052532196, 0.7865588068962097]",1,"[-1, -1, -1, -1, -1]"
55,MEDQA,0.002136802300810814,0.97682785987854,0.008451216854155064,0.0074581727385520935,0.005125922150909901,1,0.31359434127807617,False,"['STAT', 'STAT', 'STAT', 'STAT', 'PBMD']","[468502519162916294, 468502519162735543, 468502519162867792, 468502519162951280, 468502519163058645]","[0.7500917911529541, 0.7516343593597412, 0.7508630752563477, 0.7567526698112488, 0.7514469623565674]",1,"[-1, -1, -1, -1, -1]"
56,MEDQA,0.21668735146522522,0.01222466304898262,0.5890172719955444,0.10235585272312164,0.0797148197889328,2,0.24054503440856934,False,"['STAT', 'TEXT', 'STAT', 'STAT', 'STAT']","[468502519162927894, 468502519162393020, 468502519162745246, 468502519162963392, 468502519162828806]","[0.7509713768959045, 0.743070662021637, 0.7427508234977722, 0.7387224435806274, 0.7405424118041992]",1,"[-1, -1, -1, -1, -1]"
57,MEDQA,0.11290224641561508,0.08792836219072342,0.11290224641561508,0.5733649134635925,0.11290224641561508,1,0.5020475387573242,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163781976, 468502519163869174, 468502519163968497, 468502519163673192, 468502519163590912]","[0.7673827409744263, 0.7648571729660034, 0.7612621784210205, 0.7650138139724731, 0.7649199366569519]",1,"[-1, -1, -1, -1, -1]"
58,MEDQA,0.006625845562666655,0.0013047063257545233,0.9833626747131348,0.00516021391376853,0.0035465597175061703,2,0.5987453460693359,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'TEXT']","[468502519163866903, 468502519163839139, 468502519163546717, 468502519163907109, 468502519162351219]","[0.7951570749282837, 0.7921150326728821, 0.7899010181427002, 0.7927259802818298, 0.7958855628967285]",1,"[-1, -1, -1, -1, -1]"
59,MEDQA,0.05013428255915642,0.2546028792858124,0.538994312286377,0.05013428255915642,0.10613427311182022,0,0.4112837314605713,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163633357, 468502519163368667, 468502519163633356, 468502519163676791, 468502519163670273]","[0.8152133226394653, 0.8051774501800537, 0.8004005551338196, 0.8095318078994751, 0.8035874366760254]",1,"[-1, -1, -1, -1, -1]"
60,MEDQA,0.28009313344955444,0.19250501692295074,0.19250501692295074,0.2181367576122284,0.11676018685102463,3,0.8399598598480225,False,"['PBMD', 'PBMD', 'PBMD', 'PBMD', 'PBMD']","[468502519163303661, 468502519163444080, 468502519163748761, 468502519163158628, 468502519163761927]","[0.7803570032119751, 0.7751485109329224, 0.777836799621582, 0.7762631177902222, 0.7957456111907959]",2,"[468502519163303661, 468502519162328577, 468502519163779364, 468502519163484682, 468502519162424068, 468502519163708908, 468502519163760019, 468502519163723855, 468502519163687870, 468502519163362370]"
