id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
83c13124-708b-4671-bdf6-bdc2c9904ac7,Prions true is:,Readily inactivated by autoclave at 121oC,Evokes strong immunogenic reaction,Have short incubation periods,Contains DNA/RNA,0,multi,"Prions are infectious particles, which can transmit disease.
These prions are composed of chiefly a protein without any detectable nucleic acid. This is a new name widely accepted for the old name slow viruses. The term prion was coined by Prusiner for proteinaceous infectious particles. 
Unlike conventional viruses, the prions apparently have no virion structure or genomes and evoke no immune response in the infected host. These are extremely resistant to inactivation by heat, disinfectants, and radiation.
The prions are causative agents of slow viral infections, such as subacute spongiform encephalopathy. After long incubation period of years, they produce a progressive disease that causes damage to the central nervous system, leading to subacute spongiform encephalopathy. 
They are readily inactivated by autoclave at 121oC and resistant to antiseptics and disinfectants.

Parija SC. Textbook of Microbiology & Immunology. Elsevier Health Sciences; 2014. Page:438-39",Microbiology,
a6abadc2-5c2e-4dce-9cfa-1464b3be8c8d,Giemsa stained smear cannot detect,Coxiella burnetti,Baonella,Toxoplasmosis,E. Chaffnessis,0,single,"Giemsa stained smear can detect Baonella, tachyzoites of Toxoplasma Gondii, E.chaffnessis but not for CoxiellaBurnetti which causes Q fever but can be detected by serology.",Microbiology,AIIMS 2019
97a84ea2-f289-4103-a306-a1cb3526c24e,All are true about legionella pneumophilia except,a)	quatic bodies are main habitat,It can replicate in amoeba,Urine test is a reliable method,Person to person transmission,3,multi,,Microbiology,
03b86472-e565-4e69-bd54-d84383824de1,Which of the following is microaerophilic -,Campylobacter,Vibrio,Bacteroides,Pseudomonas,0,single,"Microaerophilic: Require small amount of oxygen (5%) e.g. Campylobacter, Helicobacter and Mycobacterium bovis.",Microbiology,
9a5e8865-e37c-41af-a902-1c10423dbdd4,A 10 year old boy following a road traffic accident presents to the casualty with contaminated wound over the left leg. He has received his com- plete primary immunization before preschool age and received a booster of DT at school entry age. All of following can be done except :,Injection of TT,Injection of human antiserum,Broad spectrum antibiotics,Wound debridement and cleaning,1,multi,,Microbiology,
be27a690-a4c2-41e8-bc61-70ccc70dcea5,About psedomonas. All are true except,Strict aerobes,Can grow in disinfectants in hospital,Infection is mostly due to endogenous source,Most common organism in burn patient,2,multi,,Microbiology,
e5b8bc30-3a2c-4d33-8b63-f01d20590f5e,"Annual new case detection rate of leprosy as on 31st March, 2016 is:","0.66 /10,000 population","0.66/1,00,000 population","9.7/10,000 population","9.7/1,00,000 population",3,single,"Ans. d. 9.7/1,00,000 populationAnnual new case detection rate of leprosy as on 31"" March, 2016 is 9.7/1,00,000 population.NLEP - Annual Repo for the year 2015-16:Based on the repos received from all the States and UTs for the year of 2015 -16 (Annexure -I), current leprosy situation in the country is as below:A total of 127334 new cases were detected during the year 2015-16, which gives Annual New Case Detection Rate (ANCDR) of 9.71 per 100,000 population, as against 125785 cases in 2014-15.A total of 86028 leprosy cases are on record as on 1st April 2016, giving a Prevalence Rate (PR) of 0.66 per 10,000 population, as against 88833 cases in 1 't April 2015.Detailed information on new leprosy cases detected during 2015-16 indicates the propoion of MB (51.27%), Female (38.33%), Child (8.94%), Grade II Deformity (4.60%), ST cases (18.79%) and SC cases (18.57%).A total of 5851 Gr. II disability detected amongst the New Leprosy Cases during 2015-16, indicating the Gr. II Disability Rate of 4.46 / million population (Annexure-II)A total of 11389 child cases were recorded, indicating the Child Case rate of 8.94% (Annexure-III).",Social & Preventive Medicine,
eff524ae-ed1d-4b56-815a-2b4aad9bcdcb,Transmission assessment survey (TAS) is done in the following?,To determine when infections have been reduced below these target thresholds,For assessing primary immunization coverage,"To provide reliable estimates of bih rate, death rate and infant moality rate",All,0,multi,"Ans.A. To determine when infections have been reduced below these target thresholdsWHO recommends the transmission assessment survey (TAS) to determine when infections have been reduced below these target thresholds and MDA can stop.Once MDA has stopped, TAS is used as a surveillance tool to determine that infection levels are sustained below target thresholds.Mass drug administration (MDA) is needed to reduce infection in the community to levels below a threshold at which mosquitoes are unable to continue spreading the parasites from person to person and new infections are prevented.",Social & Preventive Medicine,
189b5073-7b54-4050-a030-0a519558f18e,Mass Drug Administration is helpful is used/effective for all except,Lymphatic Filariasis,Vit A Deficiency,Worm Infestation,Scabies,3,multi,"Answer. D. Scabies * Mass chemoprophylaxis, i.e, chemoprophylaxis given to a large number of people, is recommended in yaws, pinta, bejel, trachoma,Vit A Deficiency, Worm Infestation, malaria and filaria.",Social & Preventive Medicine,
b771df48-ce3a-4e58-9dc8-54a42ee0e025,All of these are continuous variables except:,Height in cms,Weight in kg,Blood groups A. B. ABO,Age in years and months,2,multi,"Ans: C. Blood groups A. B. ABORef High Yield Statistics/p13).Blood groups (A, B, ABO) is a discrete variable.",Social & Preventive Medicine,
66f9e092-4410-42f2-841c-588c65c9384c,Mean and standard deviation can be worked out only if data is on,Nominal scale,Dichotomous scale,Interval/Ratio scale,Ordinal scale,2,single,"Most satisfying scale for measurement of quantities: Metric scale

– Mean and SD can only be worked out on: Interval/Ratio scale

Measurements are east to handle in: Ratio scale.",Social & Preventive Medicine,
2860cd26-5fec-445c-904e-67095651fd15,"All the statements are true about standardization, except",Standardization allows comparison to be made between two different populations,The national population is always taken as the standard population,For direct standardization age specific rates of the study population are applied to that of the standard population,For indirect standardization age specific rates of the standard population are applied to the study population,1,multi,"Standard population: Is a population where numbers in each age and sex group are known

Two frequently used standard populations are:

Segi world population
European standard population

Choice of standard population is arbitrary:

Available standard populations may be used
Standard population may also be created using 2 populations
The national population need not always be taken as the standard population
Is commonly used in occupational studies: Comparison of mortality in an industry and general population
Can be used for occurrence of disease (rather than death)",Social & Preventive Medicine,
a95f4998-4d5f-43c4-ba66-78e1a1cb8b57,Improving Quality of Labour room is covered under which program?,LaQshya,Improving care of newborn,Ayushman Bharat Scheme,JSSK,0,single,'LaQshya' programme of the Ministry of Health and Family Welfare (Launched in 2017) under the umbrella of NHM aims at improving quality of care in labour room and maternity Operation Theatre (OT). GOAL : Reduce preventable maternal and newborn moality. Morbidity and stillbihs associated with the care around delivery in the labour room and maternity OT. Ensure respectful maternity care.,Social & Preventive Medicine,AIIMS 2019
dc729d5e-47ad-4b7e-8b0c-8d5ea7c8f3f4,"In a survey of sleep apnea scores among 10 people, the highest sample of 58 was entered by mistake as 85. This will affect the result as:","Increased mean, decreased median","Increased mean, increased median",Increased mean. no change in median,"No change in mean, increased median.",2,single,"Ans: C. Increased mean. no change in median(Ref. Park 24/e p885, 23/e p847, 22/e p786)Value of median is not affected by abnormal very high or very low value.Mean is unduly influenced by abnormal values (either very high or very low) in distribution.",Social & Preventive Medicine,
fff1837f-cb64-4f0a-9832-6d611b8e9f28,Malaria control means,To reduce Malaria moality to Zero,To prevent local transmission for 3 years,To reduce Malaria disease so that its no longer a Public Health Problem,To reduce Incidence to Zero,2,single,"- Disease control is determined by, 1. Reduction of Incidence 2. Reduction of duration of disease 3. Reduction of complications 4. Reduction of financial burden to the community. - Reducing incidence to zero Localized - Elimination Worldwide - Eradication - If the chain of transmission has been reasonably interrupted for minimum 3 years, ceificate of Elevation of malaria from world Health Organisation is given.",Social & Preventive Medicine,AIIMS 2019
2902efec-b01a-417c-94b9-406e94662f27,"According to the new RNTCP guidelines, the following is not a suspect of tuberculosis",Confirmed extra-pulmonary tuberculosis patient with cough of 2 weeks or more,HIV-positive patient with cough of any duration,Contacts of sputum positive tuberculosis patient with cough of any duration,Any individual having cough of duration 2 weeks or more,0,single,"Ans: A. Confirmed extra-pulmonary tuberculosis patient with cough of 2 weeks or more(Ref: Park 24/e p188-189, 23/e p178: 22/e p 168; htip://tbcindia.nic.in)A contact of confirmed extra-pulmonary tuberculosis patient - TB suspect.If persistent cough of any duration (2 weeks is not required).TB suspects:Pulmonary TB Suspect:Defined as:Any individual having cough of >2 weeks.Contacts of smear positive TB patients having cough of any duration.Suspected/confirmed extra-pulmonary TB patient having cough of any duration.HIV-positive patient having cough of any duration.MDR-TB Suspect:Any TB patient who fails an RNTCP Category failing I or III treatment regimen.Any RNTCP Category II patient with sputum smear positive at end of 4th month of treatment or later.Close contacts of MDR-TB patients with smear positive pulmonary TB.",Social & Preventive Medicine,
ac1196e0-224c-4c6c-a6b8-2853a776ade6,Which one of the following is NOT a socio-economic indicator?,Literacy rate,Life expectancy at birth,Housing,Family size,1,single,"Socio-economic indicators:


Housing
Family size
Literacy rate
Availability per capitacalorie
Per capita GNP
Growth rate
Level of unEmployment
Dependency ratio",Social & Preventive Medicine,
b8df6117-aaba-476a-b6b7-08ebee57de0e,Government initiative to improve the facilities in labour room in all govt hospitals is under,Ayushman Bharat Scheme,Laqshya,Newborn delivery room program,Janani suraksha yojana,1,multi,"Ans.B. Laqshya'LaQshya' programme of the Ministry of Health and Family Welfare aims at improving quality of care in labour room and maternity Operation Theatre (OT). Objective:To reduce maternal and newborn moality & morbidity due to APH, PPH, retained placenta, preterm, preeclampsia & eclampsia, obstructed labour, puerperal sepsis, newborn asphyxia, and sepsis, etc.To improve Quality of care during the delivery and immediate post-paum care, stabilization of complications and ensure timely referrals, and enable an effective two-way follow-up system.To enhance satisfaction of beneficiaries visiting the health facilities and provide Respectful Maternity Care (RMC) to all pregnant women attending the public health facility.",Social & Preventive Medicine,
f8c7a8c6-351b-4ffe-b108-dc3363837624,"A new method of measuring Haemoglobin levels has been developed. Ten successive readings of a single sample are as follows: 9.4, 10.4, 9.6, 9.1, 10.8, 12.1, 10.1, 9.8, 9.2, 9.5. But the Haemoglobin measured by standard calorimetry was 10.2. Therefore the given method has","Low validity, low reliability","High validity, low reliability","High validity, high reliability","Low validity, high reliability",1,single,"Reliability is precision (repeatability) and Validity is accuracy (close to true/actual value)

In the given question, 10 successive readings are all different and they have a mean value of 9.4+10.4+9.6+9.1+10.8+12.1+10.1+9.8+9.2+9.5/10 = 10.0
Thus it has low reliability (non-consistent) and high validity (close to true/actual value of 10.2)",Social & Preventive Medicine,
796e190d-09a8-4eef-98a4-26eecd5b7de7,Data about recent trends of immunization in the community can be found by:,Sample registration system,District level health survey,Rural survey,Census data,1,single,"Ans: B. District level health survey(Ref Park's 22/e p786)District Level Health Survey - Objectives:Coverage of ante-natal, natal and post-natal checkups and child immunization.Propoion of institutional/safe deliveries.JSY beneficiaries.Contraceptive prevalence rates.Unmet need for contraceptives - Spacing & limiting.Awareness about I/ STI and HIV/AIDS.Ministry of Health and Family Welfare (MOHFW), Government of India, has included the Clinical, Anthropometric and Biochemical (CAB) component for data collection in the District Level Household Survey (DLHS)-4.",Social & Preventive Medicine,
764c0c80-b716-45a1-9fe7-b13588090401,Central value of a set of 180 values can be obtained by,2nd tertile,90th percentile,2nd quartile,9th decile,2,single,"Quartile: Divides a distribution into 4 equal parts, so the number of intercepts required will be 3, i.e. Q1, Q2, Q3

– So, Zero – Q1 covers 25% values
– Similarly, Q2 – Q1, Q3 – Q2 and 100 – Q3 all cover 25% values each
– Thus, Q2 – Zero, 100 – Q2 and Q3 – Q1 all cover 50% values each
– Q1 divides a distribution in a ratio of 25 : 75 OR 1 : 3
– Q2 divides a distribution in a ratio of 50 : 50 OR 1 : 1, Thus second quartile is equivalent to median
– Q3 divides a distribution in a ratio of 75 : 25 OR 3 : 1.
In the given question, n = 180
Thus Q2 which is equivalent to median, divides a distribution in a ratio of 50 : 50 OR 1 : 1.",Social & Preventive Medicine,
2cf2c4e4-e50a-494e-9894-50ed2d50df63,The strength of association between the risk factor and disease is measured by,Attributable risk,Absolute risk of the variable,Odds ratio/Relative risk,P-value,2,single,"Ans: C. Odds ratio/Relative riskThe strength of association between the risk factor and disease is measured by the Odds ratio/Relative risk.The estimation of disease risk associated with exposure is obtained by an index known as relative risk (RR) or risk ratio, which is defined as the ratio between the incidence of disease among exposed persons and incidence among non-exposed.Odds ratio (Cross product ratio):From a case-control study, we can derive what is known as the odds ratio (OR) which is a measure of the strength of the association between risk factor and outcome.Odds ratio is closely related to relative risk.",Social & Preventive Medicine,
99f70efa-2951-4dfb-ba1a-e4d9b7a0b08e,Which of these statements is true about Rashtriya Swasthya Bima Yojana?,Cashless benefit on presenting smacard and fingerprints,Valid for up to 4 family members,Can be used only in 1 district,Treatment only in government hospitals,0,multi,Ans: A. Cashless benefit on presenting smacard and fingerprintsRashtriya Swasthya Bima Yojana (RSBY):Government- run health insurance scheme for the Indian poor.It provides fir cashless insurance for hospitalization in public as well as private hospitals.Provide health insurance coverage for Below Povey Line (BPL) families.Objective is to provide protection to BPL households from financial liabilities arising out of health shocks that involve hospitalization.,Social & Preventive Medicine,
23f03d9b-b4b5-4a84-b7a5-7dcd77b9ed63,A researcher said he has discovers a new drug which is effective in chronic hypeensives with a p value of < 0.10. Which of the following is true regarding the same?,The test is 90% reproducible,90% of test results could have occurred by chance,Not more than 10% of the people benefitted by the drug could he due to chance,90% of patients will be benefitted by giving the drug,2,multi,"Answer- C. Not more than 10% of the people benefitted by the drug could he due to chanceThe p (probability) value is used when we wish to see how likely is that a hypothesis is true, The hypothesis is usually that there is no difference between two treatments, known as ""null hypothesis'.The p value gives the probability of any observed difference having happened by chance.p:0.5 means that the probability of any observed difference having happened by chance is 0.5 in I or 50:50.Similarly, a p valae of <0.10 means that the probubility of it happening by chance is 10%.In the question, the probability that the drug affected the chronic hypeensives by chance is less than 1096. Hence, 90% ofthe subjects were benefitted by the drug.",Social & Preventive Medicine,
8cc404b2-cdb1-4bea-be17-2dcd2edb48d8,Recommnended daily intake of iodine in pregnancy-,90 microgram,120 microgram,150 microgram,250 microgram,3,single,Answer- D. 250 microgramRecommended daily intake of iodine in pregnancy is 250 microgram.,Social & Preventive Medicine,
ce006581-8574-4698-a860-c156bca0c8be,What will be the 95% confidence interval (CI) for an estimated prevalence of 10% and a sample size of 100?,18-Feb,16-Apr,13-Jul,Given data inadequate for calculation of class intervals.,1,single,Ans: B. 4-16,Social & Preventive Medicine,
a8efab51-c555-4622-b1aa-b726cb28b8b3,Mechanical objectives of cleaning ans shaping are given by:,Schilder,Wein,Brook,Grossman,0,single,,Dental,
61e943fb-b106-4e28-9639-4d6a46cd53ee,Insufficient closure of the flasks during packing of denture base resin can result in:,Poor colour stability,Less polymerization shrinkage,Increase in vertical dimension,Decrease in vertical dimension,2,single,,Dental,
7a660bba-aabd-448d-9d13-38ee7837c97f,Predisposing clinical condition for endodontic flare up?,Acute periapical abscess,Acute apical periodontitis,Asymptomatic necrotic pulp with periapical lesion,Pain and swelling since the treatment,2,single,,Dental,
e3ff3b29-7ef6-41d9-bc6e-e3d6b52d340c,Sibilant sounds are produced at:,Rest position,Occluding position,Open from resting position,Between rest and occluding position,3,single,,Dental,
70d4ab20-c407-4b78-a52f-cd38f5d86567,"In a patient with acute pulpitis, it is difficult for the patient to locate the pain. This is because?",No nociceptors are present in the pulp,Less proprioceptors are present in the pulp,Patient cannot speak,Patient is not cooperative,1,single,,Dental,
1d7028cb-08b7-422e-8feb-26392e8f97dc,"According to instrument formula given by G.V. Black, primary cutting edge angle should be:",More than 50 degree,More than 90 degree,Less than 50 degree,Less than 90 degree,0,single,"The second number of a four-number code indicates the primary cutting edge angle, measured from a line parallel to the long axis of the instrument handle in clockwise centigrade.
The centigrade angle is expressed as a percent of 360 degrees (e.g., 85 = 85% × 360 degrees = 306 degrees). The instrument is positioned so that this number always exceeds 50.

Sturdevants operative dentistry 7th edition page e2",Dental,
92cf238d-78b7-4a6b-afd8-efa39e19084b,Cross-linking in resins helps increasing:,Strength,Hardness,Crazing resistance,All of the above,3,multi,"The resin matrix in most dental composites is based on a blend of aromatic and/or aliphatic dimethacrylate monomers such as bis-GMA and urethane dimethacrylate (UDMA), to form highly cross-linked, strong, rigid, and durable polymer structures.
Anusavice, Shen, Rawls. Phillip’s Science of Dental Materials. Edition 12. Page:​295",Dental,
24a53b0f-d1b7-4ef8-8b9c-1d3b857aa413,Tooth with smallest root,Mandibular central incisor,Mandibular lateral incisor,Maxillary lateral incisor,Maxillary 1st premolar,0,multi,,Dental,
a3021fa5-54f3-4728-a443-9c639d0d4f75,In the triangle formed by projection of the orifices of the canals of maxillary molars,Line connecting lingual with mesial is longest,Line connecting mesial to distal is longest,Line connecting distal to lingual is longest,All lines are equal,0,multi,,Dental,
478d3388-e6a4-49a7-8c07-7b9f6f6c19b8,Using stopko tip irrigation which of these is used cleaning and drying of pulp chamber:,5.25% NaOCl + 17% EDTA,95% alcohol+17% EDTA,5.25 NaOCl+17% CHX,95% ethanol + 17% EDTA,3,single,"Direct lines from book ""warming of NaOCI to 122° F
(50' C) leads to increase in collagen dissolution
as potential to disinfecting, but it can leads to
detrimental corrosion effects on NiTi instruments
immersion for 1 hr"".",Dental,
6533b64b-cf1f-434d-98a4-7b9a6a5ded3b,"The upper denture falls when the patient opens his
mouth wide. This is due to:",Thick labial flange,Over-extended borders,Thick disto-buccal flange,Poor peripheral seal,2,multi,,Dental,
ec25740a-5cbb-4b80-9d07-332c2734f5a7,The test done for a statistically significant change in cholesterol values in a group of patients following an interventional programme is:,Chi square test,"Paired ""t"" test","Unpaired ""t"" test",Fisher test,1,multi,,Dental,
46549a4a-686b-42cb-81ad-037032ed32b7,High Cu alloys have all of the following except:,High tensile strength,Low creep,High corrosion,None of the above,2,multi,,Dental,
b807b86e-b050-49cb-9d49-a57279ab77b2,In CPITN index zero score means:,Gingival bleeding,Grade 1 mobility of teeth,Healthy tooth,Spontaneous bleeding,2,single,,Dental,
dce755d7-6fd9-4ec6-b136-74ead349da24,The carat for Au foil used for restorations is:,18,20,22,24,3,single,"Direct filling gold, also called gold foil, is a metallic restorative material that relies on its ductility and malleability to adapt to a cavity preparation. The restorative process requires condensation that makes the final restoration practically a wrought metal.
KARAT
It refers to the parts of pure gold present in 24 parts of alloy, e.g.,
— 24 karat gold is pure gold.
— 22 karat gold is 22 parts pure gold and 2 parts of other metal.",Dental,
b6149b01-79a9-4d07-8cbc-828452b3906e,Breakdown of periodontal fibres in periodontitis is due to bacterial enzyme: (OR) Which of the following bacterial products have been implicated in initiation of inflammatory periodontal disease?,Collagenase,Hyaluronidase,Coagulase,None of the above,0,multi,,Dental,
5efc0877-615f-4154-ba76-46a27844c5a3,Concentration of adrenaline in local anaesthetic solution for achieving haemostasis & vasoconstriction at surgical site?,1:20000,1:50000,1:80000,1:100000,1,single,,Dental,
60a30040-3784-41dc-b81d-be50cde12679,"After planning an implant in lower molar region, patient complains of inability to chew by other teeth on same side. What should be your first step in treating this patient",Reduce the centric fossa,Reduce the supporting cusp,Check the occlusion in centric,None,2,multi,"It’s a universal rule: To remove any occlusal prematurity, 1st step is to check the occlusion in centric.",Dental,
7e0a6533-733d-48a0-88dd-3359674187b8,The usefulness of a screening test depends upon it,Sensitivity,Specificity,Reliability,Predictive value,0,single,,Dental,
3ee700bc-5cac-4228-b0a2-5164512b90e4,As we move from anterior to posterior gingival embrasure become,Smaller,Larger,Remain same,Can be any of the above,0,multi,,Dental,
b014b3da-9774-4d31-8af9-115a04590625,Biopsy of a clinically suspicious lesion is negative. The most appropriate treatment is,Tell patient no malignancy,Repeat the biopsy,Observe the patient for twelve months,Observe the patient for three months,1,multi,,Pathology,
143fc0f8-8075-4833-a0e5-900ed6562a3a,Sjogren's syndrome includes all except:,Xerostomia,Keratoconjunctivitis,Arthritis,Lymphoma,3,multi,,Pathology,
52e11926-2d45-4bbd-aa2d-f1c4cf6e4682,Persons with the greatest risk of oral cancer,"Have a poor oro-dental hygiene, nutritional deficiencies and are chronic alcoholics","Are middle aged, have a poor oro-dental hygiene and regularly use tobacco","Are old, Chronic alcoholics and regularly use tobacco","Are young, have poor oro-dental hygiene and are heavy smokers",2,single,,Pathology,
5c98317f-be24-441a-9349-7f423d681dfc,Most used selective medium for streptococcus rnutans is,Mac conkey medium,Mitus salivarius bacitracin agar,Nutrient agar,Tellurite medium,1,single,,Pathology,
0ba9328b-c265-4d98-8259-314789a2f00d,Brachytherapy is:,Irradiation of tissues from a distance,Irradiation of tissues from a distance of 3 cm,Irradiation of tissues by implants within the tissues,Irradiation of tissues by radiopharmaceuticals,2,single,,Pathology,
d95b767a-8152-4636-8d0a-0da18b352aa1,painful crater like 1.5 cm ulcer develops within one week on the hard palate mucosa of a 40 year old female. The most likely diagnosis is:,Actinomycosis,Squamous cell carcinoma,Pleomorphic adenoma,Necrotizing sialometaplasia,3,single,,Pathology,
da143133-e8d3-44d6-a66d-607ed0bcf458,A voluntary donor underwent apheresis for platelet donation for the first time after which he developed perioral tingling and numbness. This is seen because,His platelet count was low for donation,He underwent apheresis for the first time,Due to fluid depletion,Due to citrate based anticoagulant,3,single,"SDP-Single Donor Platelet are preffered. -In this process whole bloodis drawn from one arm into a sterile kit inside a cell separating machine. -The machine separates the bloodso that onlyplateletsand plasma are collected. -The other bloodcomponents (red cells and white cells) are returned to thedonor the same arm. -Because we want the blood to flow in the proper way, so we will do addition of anti-coagulant solution like citrate based anti-coagulant. -This anti-coagulant solution will not only prevent clot formation but will also cause decrease in the concentration of ionized Ca2+ - causing transient hypocalcemia which will lead to Perioral tingling and numbness. To prevent this condition from happening we prescribe oral calcium supplementation to the respective patient or we reduce the flow of device through which the blood is supposed to pass.",Pathology,AIIMS 2017
