id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
0c9337fa-55ba-4441-8da7-99d451749ccf,Broken ampula is thrown into which coloured bin?,Red,Yellow,Blue,Black,2,single,"Ans. C. BlueCOLOR CODING & TYPES OF CONTAINER: Colour codingType of ContainerWaste CategoryTreatment optionsYellowPlastic BagsHuman and animal wastes, Microbial and Biological wastes and soiled wastes(Cat 1,2,3 and 6)Incineration/ Deep BurialRedDisinfected container/ Plastic bagsMicrobiological and Biological wastes, Soiled wastes, Solid wastes(Cat 3,6,7)Autoclave/ Microwave/ Chemical Treatment)Blue/ White/ TransparentPlastic bag, Puncture proof containerWaste sharps and solid waste( Cat 4 &7)Autoclave/ Microwave/ Chemical Treatment Destruction and ShreddingBlackPlastic bagDiscarded medicines, Cytotoxic drugs, Incineration ash and chemical waste(Cat 5,9 & 10)Disposal in secured land fillsGreenPlastic ContainerGeneral waste such as office waste, food waste & garden wasteDisposed in secured landfills",Social & Preventive Medicine,
5d7ae586-3ecd-41a4-a172-d32ab3dc4f6a,Mass Drug Administration is not helpful for,Lymphatic Filariasis,Vitamin A Deficiency,Worm infestation,Scabies,3,single,- Lymphatic Filariasis is treated with Diethyl carbamazine (DEC) (Or) a combination of DEC + Albendazole/ Ivermectin - Vitamin A deficiency - Prophylaxis- 2 lakhs IU to 1-6 years of age - Worm infestation - Ascariasis once every 2-3 months; it does not interrupt transmission but useful in reduction of worm load in community - Scabies - No mass drug administration done along with patient his/her family members should be treated not the whole community.,Social & Preventive Medicine,AIIMS 2019
157101aa-f928-4f25-8b8a-51e712b3e7ff,The probability of a test detecting a truly positive person from the population of diseased is the,Specificity of the test,Positive predictive value of the test,Sensitivity of the test,Likelihood ratio,2,single,"Sensitivity of a screening test detects: true positives among all diseased.
Specificity of a screening test detects: true negatives among all healthy.
PPV detects: true positives among all those who are positive on a screening test
NPV detects: true negatives among all those who are negative on a screening test.",Social & Preventive Medicine,
0113aaf1-61d3-4d61-a9c7-b5b46e51e7e8,A study finds no significant association between two variables but truly there exists a difference. What type of error is this?,Type I error,Type II error,Random error,Systematic error,1,single,Ans: B. Type II error(Ref: High Yield Biostatistics/p46)Type I ErrorType II ErrorThe null hypothesis is true but rejected (False positive)degProbability of type I error is given by p valuedegSignificance (alpha) level is the maximum tolerable probability of type I errorsdegKeep type I error to be minimum; then results are declared to be statistically significantNull hypothesis is not false but is not rejected/accepted (false negative)degProbability of type II error is given by betadeg,Social & Preventive Medicine,
f0f91922-12fd-4213-871c-19e47532a6d6,"In a study, two groups of newborns are checked for their weights based on whether their mothers received food supplements or not. The appropriate test which can be used for comparing the data is:",Chi square test,Paired T-test,Student's T-test,Fischer exact test,2,single,"Ans: C. Student's T-test(Ref Park 22/e p795; Biostatistics by Mahajan 7/e p134)Here, comparing a parametric quantitative variable (weight) in two unrelated group of people.Hence, ""Student's t-test"" used.Student t-test:Used when outcome variable is normally distributed in population (for quantitative data).Ex: BP, blood glucose.",Social & Preventive Medicine,
658ebcea-6f61-4281-a426-848ad0dcf8bf,Which of these indicators is used at anganwadi centers for growth monitoring in children?,Height for age,Weight for age,Weight for height,Mid-arm circumference,1,single,"Ans: B. Weight for ageRef: Park 241e p582, 23/e p547, 22/e p506)India has adopted the new WHO Child Growth Standards (2006) in February 2009 for monitoring the young child growth and development within the National Rural Health Mission and the ICDS.These are based on weight for age.Weight for age is used at anganwadi centers for growth monitoring in children.",Social & Preventive Medicine,
7754fac4-e0d5-4ae7-9df8-9fd6bef4e4db,Which of the following statements is not true about incidence?,Incidence decreases when a programme is effective,Vaccination strategies decrease the incidence of a disease,Newer and effective treatment modalities decrease the incidence,Incidence implies number of new cases detected over a fixed time,2,multi,"Ans: C. Newer and effective treatment modalities decrease the incidenceRef: Park 24Ic p67, 23Ie p62, 22/c p59).Newer and effective treatment modalities do not decrease the incidence.Improvements in treatment may decrease the duration of illness and may decrease prevalence.Relation between Incidence & PrevalenceGiven the assumption that population is stable & incidence and duration are not changing.Prevalence = Incidence x Mean duration of diseasePrevalence describes balance between incidence, moality & recoverye.Incidence reflects causal factorse.Duration reflects prognostic factorse",Social & Preventive Medicine,
f4a4fc55-bc04-42eb-8f8d-d6d48a5b1c5a,The trivalent influenza vaccine contains all of the following strains except:,H IN I,H3N2,H2N 1,Influenza B,2,multi,"Ans: C. H2N 1Each seasonal influenza vaccine contains antigens representing three (trivalent vaccine) or four (quadrivalent vaccine) influenza virus strains: one influenza type A subtype H1 N1 virus strain, one influenza type A subtype H3N2 virus strain, and either one or two influenza type B virus strains.",Social & Preventive Medicine,
da131385-8cb4-4fbe-8f90-8ae12467eadd,"In “Tip of Iceberg Phenomenon”, submerged portion does not consist of",Healthy population,Carriers,Undiagnosed cases,Latent period,0,single,,Social & Preventive Medicine,
0ce2a16b-40f9-4f27-b5e0-24b1f906e4ba,Which of the following is true for ESI act?,"Funeral benefit is up to Rs 50,000",The State Government's share of expenditure on medical care is 1/8; the ESI Corporation's share of expenditure on medical care is 7/8 of total cost,Person with daily wages of Rs 70 has to contribute Rs 300 towards ESI,Employee has to contribute 4.75% and employer contributes 8.75%,1,multi,Answer- B. The State Government's share of expenditure on medical care is 1/8; the ESI Corporation's share of expenditure on medical care is 7/8 of total costESI Act: The State Government's share of expenditure on medical care is 1/8; the ESI Corporation's share of expenditure on medical care is 7/8 of total cost.Employees State lnsurance Act (1948):Funeral benefit is up to Rs 5000The State Government's share of expenditure on medical care is 1/8 of total cost of medical care; the ESI Corporation's share of expenditure on medical care is 7/8 of total cost of medical care.Person with daily wages of less Rs.70 per day are exempted from making any paymentsThe employer contributes 4.75% of total wage bill; the employee contributes 1.75% of wages.,Social & Preventive Medicine,
a0f9a92a-4321-4213-aa23-7b60a5f06864,"Regarding Evidence Based Medicine (EBM), all of the ing arc true, except:",EBM depends on clinical model and decision analysis to base its recommendations,EBM objectively evaluates the quality of clinical research by critical assessing techniques repoed by researchers in publications,"The strongest argument for the therapeutic intervention is systemic review or meta-analysis of triple blinded, randomized, placebo-controlled clinical trials with allocation concealment and complete follow-up involving a homogenous population of patients or medical disorders",The weakest argument is the opinion of expes or medical boards,0,multi,"Answer: a. EBM depends on clinical model and decision analysis to base its recommendations It aims to apply the best available evidence gained from the scientific method to medical decision-makingand it seeks to assess the quality for evidence of the risks and benefits of treatments.EBM is the conscientious, explicit and judicious use of current best evidence in making decisions about the care of individual patients",Social & Preventive Medicine,
60485d84-b6cd-4796-984a-9432906a4585,"Which of the following statements regarding the National Programme for Non-communicable diseases-Cancer, Diabetes, Cardiovascular diseases (CVD) and stroke (NPCDCS) is true?",The plan is to implement the programme in 10 districts across the 5 states during 2010-2012,The diagnosis or treatment of non-communicable diseases to be carried out at the subcentre level,Coronary care unit and cancer care facility to be established at the district level hospital,"All the components of the programme to be addressed separately- cancer, diabetes, CVD and stroke",2,multi,"Ans. c. Coronary care unit and cancer care facility to be established at the district level hospital (Ref: NPCDCS Operational Guidelines, DGHS, GOI, Page 6)The NPCDCS program has two components viz. (i) Cancer and (ii) Diabetes, CVDs and Stroke.",Social & Preventive Medicine,
bed477a6-5416-4f65-9859-e454fa02adbc,All of the following can cause epidemic in post-disaster period except,Leishmaniasis,Leptospirosis,Rickettsiosis,Acute respiratory infections,0,multi,"Ans. a. LeishmaniasisPost-disaster PeriodAn outbreak of gastroenteritis is the most commonly repoed disease in the post-disaster period. Increased incidence of acute respiratory infections is also common in the displaced population.Vector-borne diseases will not appear immediately but may take several weeks to reach epidemic levels. Displacement of domestic and wild animals increases the risk of transmission of zoonoses. Some of these animals may be reservoirs of infections such as leptospirosis, rickettsiosis, etc.Rickettsial diseases are also seen post-disaster especially in refugee camps.Wild animals are reservoirs of infections, which can be fatal such as equine encephalitis, rabies, and infections still unknown to humans.",Social & Preventive Medicine,
11271a83-0b83-4fb4-b809-05e352546743,Which of the following is used for selecting patients with respect to potential factors that will affect the results?,Systematic random sampling,Simple random sampling,Stratified random sampling,Cluster sampling,2,single,"Ans: C. Stratified random samplingRef. Park 24/e p886, 23/e p850, 22/e p792; BK Malunan 6th/100-101).Stratified random sampling is used for selecting patients with respect to potential factors that will affect the results.Stratified random sample:The sample is deliberately drawn in a systematic way so that each poion of the sample represents corresponding strata of universe.This method is paicularly useful where one is interested in analyzing the data by a ceain characteristic of population, viz. Hindus, Christians, Muslims, age-groups etc.",Social & Preventive Medicine,
f8a5b0e2-b529-4ad4-b55d-f6e5fc4708e1,"In a population of 10000 people, the prevalence of a disease is 20%. The sensitivity of a screening test is 95% and specificity is 80%. The positive predictive value of the test will be -",45.70%,54.30%,15.30%,98.50%,1,single,"In the given question,
Sensitivity = 95%
Specificity = 80%
Prevalence = 20%
Thus,",Social & Preventive Medicine,
fc83df2a-e58c-4bb9-b4e8-d20541d3f9c4,The prevalence of disease in a population is expected to be 50%. An investigator is interested in the range of 45 to 55% with 95% confidence. The minimum sample size required for the study is:,100,200,300,400,3,single,"Answer- D (400)In this question, use Standard Error of propoions.The 95% confidence limits for a propoion are p +- 1.96 s.e.p, where s.e.p is the standard error of a propoion.p = sample propoion = propoion of diseased persons = 0.5 q = 1-p = 0.5 s.e.p .NI(p x q / n) Now here, the range of propoions with 95% confidence is mentioned as? 45-55%Hence, 2 s.e.p = 0.55-0.50 = 0.05 s.e.p = 0.0250.025= J(pxq/n)n = 400Thus, the sample size required will be 400.",Social & Preventive Medicine,
60522ee9-d25d-4890-a184-59a47df07377,Not included in the human poverty index is:,% of population not surviving up to 40 yrs age,Occupation,Underweight for age,% population not using safe water supply,1,single,,Social & Preventive Medicine,
2cc7bf03-5a41-4a8c-a8c9-9f969afac49f,Which of the following is the best study design to assess in quick time the strength of association between smoking and lung cancer?,Cross-sectional study,Case controlstudy,Randomized controlled trial,Coho study,1,single,"Ans: B. Case controlstudy(Ref: Park 24/e p76, 23Ie p71; 22/c p76).Best study design to assess in quick time the strength of association between smoking and lung cancer is case control study.Permanent method of epidemiological investigation.Case control studies, often called retrospective studies are a common first approach to test causal hypothesis.Distinct features:Both exposure and outcome (disease) have occurred before the sta of study.Study proceeds backwards from effect to cause.Uses a control or comparison group to suppo or refute an inference.",Social & Preventive Medicine,
cb8ea9a3-b993-4d69-a1e2-aa031b0bdb11,Steepest cusp is seen in:,Maxillary 1st premolar,Maxillary 1st molar,Mandibular IInd molar,Mandibular 1st molar,0,single,,Dental,
bc74b992-2aef-440e-81a2-17958caecbee,Mantle dentin is a layer next to:,DE],Pulp,Dentin,Enamel,0,single,,Dental,
be69c330-1008-4f75-bca3-3e1658c02f39,Rapid tooth separation works on following principle:,Wedge principle.,Traction principle.,Both of the above.,None.,2,multi,,Dental,
938a6fd0-f60a-4d86-91c0-0cb8786028ae,"In class III composite preparation, retention points should be placed:",In the axial wall,Entirely in dentine,At the dentinoenamel junction,At the expense of facial and lingual wall,1,multi,,Dental,
f282ac31-8ff6-4a2b-b1d3-f2ce16552888,To regain arch length in anterior segment by moving incisors labially,Cephalometric analysis have to be made before taking up treatment,Use tongue blade therapy 20 times 1 day,Use of 7 spring with Hawley's retainer,Use on anterior bite plane,0,multi,,Dental,
3b5e1975-f74b-426e-8869-43b353f8a100,Which of the following statements about high copper silver alloy compared to conventional alloy in not true?,It has increased tensile and compressive strength,It has poor tarnish and corrosion resistance,Its edge strength is greater,Mercury content in the final restoration is less,1,multi,,Dental,
069b7516-54c4-4e5d-acf7-a7c92fdd2a01,The zygomatic bone does not articulate with:,Frontal bone,Maxillary bone,Nasal bone,Temporal bone,2,single,,Dental,
25a152c6-7c2b-4da4-b89d-cf75e2b780aa,Dentition of humans is:,Herbivorous,Omnivorous,Carnivorous,None of the above,1,multi,,Dental,
3d2b968e-f973-423f-a0e9-1aab41489e9f,Lingual ridge is most prominent in,Upper Canine,Lower Canine,Upper Central Incisor,Lower central incisor,0,single,,Dental,
3aed5296-d2c0-4347-8804-d85234302675,Child of an Overindulgent mother will be:,"Shy, submissive.","Aggressive, display temper tantrums.",Evasive and dawdling.,Disobedient.,1,single,Maternal attitude and child behaviour,Dental,
8ecd446d-adb7-4e91-aca4-b1f3d3a63447,The access cavity for mandibular first molar typically is,Trapezoid,Triangular,Oval,Round,0,multi,,Dental,
e342fc89-9875-4188-9009-b9065fdf5b9c,Stable element in Ti6Al4V in alpha phase is?,V,Al,Ti,"Al, V",1,single,"Alpha titanium wires are manufactured from grade V titanium alloy containing 6% aluminum and 4% vanadium. These wires have good formability and stiffness equal to that of stainless steel. These wires possess poor spring back, and hence their use in orthodontics is limited for applying torque at the finishing stage. Aluminum is used to stabilize the alloy in alpha phase.
GRADE V TITANIUM ALLOY (Ti6Al4V, OR Ti6-4) 
6% Aluminum
4% Vanadium
0.25% Iron
0.2% Oxygen 
Textbook of ORTHODONTICS Sridhar Premkumar",Dental,
28c87a35-b6b1-4b1f-bfd5-d94b4fc0be1d,"A statistical test which indicates the chance or probability of an observed difference between two means occurring by chance is called,",Tests of significance,Means,Ratio,Normalcy,0,multi,,Dental,
8a91d036-5cc2-49a1-8ce0-d92b771ed10d,"Electric nerve tester detects pain by stimulating which nerve fibres (OR) Sharp, shooting pain in reversible pulpitis indicates stimulation of (OR) In pulp hyperemia which nerve fibers are stimulated",A alpha,A beta,A delta,C fibres,2,single,,Dental,
bbc11393-3dfe-49f8-a57d-2ab6e0e8e46f,Rampant caries should be applied to a caries rate of:,5 or more new lesions per year.,7 or more new lesions per year.,10 or more new lesions per year.,15 or more new lesions per year.,2,single,,Dental,
2dc96b3f-39a1-4d38-8177-c3710ed7e586,The advantage of metal base denture is:,Increase in tissue tolerance,Easy laboratory procedure,Rebasing and relining are quite easy,Increase in restorative cost,0,single,,Dental,
8ad9acc0-4de3-4d82-86a4-7d8ccfdb8c68,Periapical bone resorption occurs due to:,IL-1 alpha,TNF alpha,Both,None,2,multi,"TNF-α, IL-1, and PGE2 also promote osteoclast activity, particularly in case of inflammatory osteolysis such as those found in periodontitis and peri-apical pathology.
Textbook of Endodontics Nisha Garg 3rd Ed",Dental,
73818dbb-2bd3-4c46-a06a-b18b6ddb5450,"According to WHO classiﬁcation of periapical pathology, sinus to oral cavity comes  under:",4.6,4.6,4.61,4.62,3,single,,Dental,
c2b29a6c-e501-4532-97ad-62934778db2a,Which of the following is a solid solution?,Amalgam,Cobalt-chromium,Silver-palladium,Gallium-silver,2,multi,"The structure of noble alloys can consist of solid solutions, in which the elements are completely soluble in one another at all temperatures and compositions.
The majority of noble metal casting alloys for dental restorations are based on solid solutions. An important example is the palladium-silver (Pd-Ag) alloy system. Silver forms a series of solid solutions with palladium and gold, and is therefore common in gold- and palladium-based dental alloys.
Ref: Phillip’s 12th edition page 79. Craig’s 14th edition page 182,184",Dental,
f6c4ff25-9770-4650-88f6-82b6b83d7e31,Portion of tooth covered by calculus or altered cementum is:,Toxic zone,Deposit zone,Instrumentation zone,Take away zone,2,single,"Calculus is removed by a series of controlled, overlapping, short, powerful strokes primarily using wrist-arm motion . As calculus is removed, resistance to  the  passage  of  the  cutting  edge  diminishes  until  only  a  slight roughness  remains. Longer, lighter  root-planing  strokes  are  then activated with less lateral pressure until the root surface is completely smooth and hard. The instrument handle must be rolled carefully between the thumb and fingers to keep the blade adapted closely to the tooth surface as line angles, developmental depressions, and other changes in tooth contour are followed. Scaling and root-planing strokes should be confined to the portion of the tooth where calculus or altered cementum is found; this area is known as the instrumentation zone. Sweeping the instrument over the crown where it is not needed wastes operating time, dulls the instrument, and causes loss  of control.
Key Concept:
Scaling and root-planing strokes should be confined to the portion of the tooth where calculus or altered cementum is found; this area is known as the instrumentation zone. Sweeping the instrument over the crown where it is not needed wastes operating time, dulls the instrument, and causes loss  of control.
Ref: Newman and Carranza’s Clinical Periodontology, thirteenth edition; page no 545.e15",Dental,
0c897b21-e2f5-4b70-ac40-edc59745a66c,"Polydactyly, craniosynostosis, Late closure of fontanelles is a feature of:",Apert's syndrome,Crouton's syndrome,Pierre robin syndrome,Down' syndrome,0,single,,Pathology,
e0d6862e-e62f-4aa6-a4b1-f42c042e46c6,"A cyst occurs under the tongue, caused by obstruction of a salivary gland. Such a cyst is called:",Mucocele,Ranula,Derrnoid cyst,Dentigerous cyst,1,multi,,Pathology,
