id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
47d11c3e-1090-4157-be00-405e9a23961e,"Which of the following is the most common systemic symptom during migration of larval phase of Helminths like Ancylostoma, Strongyloides and Ascaris?",Asymptomatic,Pneumonitis,Liver failure,Larva migrans,0,single,"Ans: A. Asymptomatic(Ref Paniker's 7/e p162, 6/e pg180, 210)Larvae of Ascaris, Hookworm and Strongyloides migrate through lung & various other tissues during their lifecycle.Larva migrans:Sometimes larvae appear to lose way & wander around aimlessly.Generally seen when human infection occurs with nonhuman species of nematodes.Ascaris:Pathogenic effects of larval migration due to allergic reaction & not larvae presence.Hence larvae's initial exposure usually asymptomatic.Except on very heavy larval load.Symptomatic conditions:Visceral larvae migrans is produced by infection with non-human nematodes.Le. Nematodes frequently infecting dogs & cats.Cause local alveolar hemorrhages.Symptoms during migration due to allergic reaction & significant only in massive infections.Clinical pneumonitis seen only in massive infections.Hence mostly asymptomatic.",Microbiology,
bf1695d4-b341-49a2-9144-aa52d346c645,The virus HIV is produced and propagated in:,Dendritic cells of the lymphnode germinal epithelium,Circulating T4 lymphocytes,B- lymphocytes,Epithelial cells of the sex organs,1,single,,Microbiology,
ca49d5c3-9678-4b4f-b10d-4021802c636d,"In penicillin allergy, penicillin acts as a:",Hapten,Carrier,Super antigen,Toxin,0,multi,,Microbiology,
84edf98d-5d16-4377-95fc-2bb67058e7d4,"When horse serum is injected intravenously in to a rabbit and again in to the skin two or three weeks later, what is the necrotising reaction that occurs at the site of the second injection?",Atopy,Anaphylaxis,Arthus phenomenon,Serum sickness,2,single,,Microbiology,
a18a805c-102a-4493-9a14-9fef1f17862f,All are true about widal test except,Base lines differ depending on the endemicity of the disease,O antibodies last longer and hence is not indicative of recent infection,H antigen cannot differentiate between subtypes,High titre value in a single widal test is not confirmative,1,multi,,Microbiology,
87d25aef-12d5-478d-b126-e98a1a76e9f0,Which stage of plasmodium vivax is infective to mosquito?,Sporozoite,Gametocyte,Merozoite,Zygote,1,single,"When certain forms of blood stage parasites (gametocytes, which occur in male and female forms) are ingested during blood feeding by a female Anopheles mosquito, they mate in the gut of the mosquito and begin a cycle of growth and multiplication in the mosquito. 
After 10-18 days, a form of the parasite called a sporozoite migrates to the mosquito’s salivary glands. 
When the Anopheles mosquito takes a blood meal on another human, anticoagulant saliva is injected together with the sporozoites, which migrate to the liver, thereby beginning a new cycle.

Ref :https://www.cdc.gov/malaria/about/biology/index.html",Microbiology,
bd2d1f59-a803-4311-b0b5-65dff935f85c,Culture media of candida is:,Methylene blue dextrose agar,Saboraud's medium,Pingolevin,All of the above,1,multi,,Microbiology,
4cbe210a-0779-4ba7-b599-e9b89fa5a0b1,A 5-year-old child from a rural area presented to the OPD with pustular lesions on the lower legs. The cuture from the lesion showed hemolytic colonies on the blood agar which were Gram-positive cocci. Which of the following reactions would help to provisionally confirm the diagnosis of group A streptococcal pyoderma?,Optochin sensitivity,Bacitracin sensitivity,Catalase positivity,Bile solubility,1,multi,"Answer: b. Bacitracin sensitivity (Ref Ananthanaravan 8/e pe p205-206)Gram-positive cocci with alpha hemolytic colonies on sheep agar are Streptococcus viridians and Streptococcus pneumoniae.They can be fuher differentiated on basis of optochin sensitivity, Streptococcus viridians-optochin resistantor Streptococcus pneumonia-optochin sensitive.",Microbiology,
0d8286b5-43b3-4ea2-9af4-d39822a11972,Dry heat destroys microorganisms by,Lysis,Oxidation,Hydrolysis of DNA,Coagulation of proteins,1,single,,Microbiology,
5515fbdd-b28a-4493-914c-b8cefe901334,Numerator in Perinatal moality is,Post neonate death with weight 2.5 kg,Early neonatal with weight 1000 grams,Aboion of < 500 gram foetus,Still bih of fetus > 500 grams,1,single,- Perinatal perioda 28 weeks period of gestation till 7 days post delivery - Perinatal Deaths Still bihs Early Neonatal death - Cut- off / Indicators for perinatal moality: - Bihweighta > 1000 grams Period of Gestationa > 28 weeks Bih lengtha >35cms - Perinatal Moality Rate (PNMR) = x1000 ( LB = Live bih ; PND = Perinatal death) - PNMR in India= 23 per 1000 live bihs.,Social & Preventive Medicine,AIIMS 2019
9ed9358f-cdc1-48d6-8147-45ab98516fb0,Standard deviation of means measures -,Non-sampling errors,Sampling error,Random errors,Conceptual errors,1,single,,Social & Preventive Medicine,
5266b717-91e2-4c9f-94aa-2be119379a81,"Number of vision centers under vision 2020, a national program for control of blindness are -",20,200,2000,20000,3,single,"Ans. is 'd' i.e., 20000 The proposed structure for vision 2020, NPCB : Vision centres 20,000 (Primary level)Service centres 2,000 (Secondary level)Tranning centres 200 (Teiary level)Centres of Excellence 20 (COE)",Social & Preventive Medicine,
5dd40005-ebc1-4136-9b9b-70705d09e384,"After the appearance of rash, prophylactic isolation of measles case is necessary for a minimum of:September 2007",2 days,5 days,7 days,9 days,1,single,Ans. B: 5 days,Social & Preventive Medicine,
85377a0a-3388-46b2-b2ba-43b90a2b7955,Which vaccine is effective for Mass vaccination post-disaster?,Cholera,Typhoid,Measles,Scrub typhus,2,single,"Measles vaccine is effective post-disaster. Incubation period - 10-14 days IP of Vaccine Induced Measles(VIM) - 7 days, hence immunity is provided before the natural infection. The highest risk of transmission post-disaster is of diarrhoeal and respiratory diseases, which have an incubation period of a few days. ABSOLUTELY contraindicated in post-disaster phase for mass vaccination Typhoid Cholera Tetanus .",Social & Preventive Medicine,AIIMS 2019
2166e021-8b96-47ad-9e4d-fa55a623938b,Tuberculin test is a cheap and easily available test. In which of the following situations there is high failure in the interpretation of the test?,High percentage of immunized people,HIV cases are less,High prevalence of disease,Environmental mycobacterium infections are less,0,single,"Ans: A. High percentage of immunized people(Ref Park 24/e p195-196, 23/e p186)High failure of tuberculin test:High percentage of immunized people - Due to higher BCG coverage producing tuberculin hypersensitivity.Exaggerated responses:In presence of atypical mycobacteria infection & 'boosting effect' of second tuberculin dose producing larger reaction than 1st.Tuberculin test lost its sensitivity as an indicator of true prevalence of infection.",Social & Preventive Medicine,
3149d45d-d152-4d8a-a992-430c0d1bed57,The number of patients required in a clinical trial to treat a specify disease increases as,The drop-out rate increases,The significance level increases,The size of the expected treatment effect increased,The incidence of the disease decreases,0,single,,Social & Preventive Medicine,
2a74f19e-1c3b-4318-ba5b-0812f80d895e,Which of these is not true about randomization in a clinical trial?,Reduces confounding,Decreases selection bias,Ensures comparability of two groups,Increases external validity of the trial,3,multi,"Ans: D. Increases external validity of the trial(Ref Park 24/e p87, 23/e p82, 22/e p79)External validity is the validity of generalized (causal) inferences in scientific research, usually based on experiments as experimental validity.In other words, it is the extent to which the results of a study can be generalized to other situations and to other people.This cannot be ensured by randomization.",Social & Preventive Medicine,
eea47061-62d2-40bd-a772-8b8d8dfb431d,Pick the right answer when 2 screening tests are done in series:,Increased sensitivity and decreased specificity,Increased specificity and decreased sensitivity,Increased sensitivity and increased specificity,Decreased sensitivity and decreased specificity,1,single,"Ans. b. Increased specificity and decreased sensitivitySensitivity: Ability of a screening test to identify correctly all those who have the disease (Cases).Specificity: Ability of a screening test to identify correctly all those who don't have the disease (healthy).Positive predictive value (PPV): Ability of a screening test to identify correctly all those who have the disease, out of all those who test positive on a screening test.Negative predictive value (NPV): Ability of a screening test to identify correctly all those who don't have the disease, out of all those who test negative on a screening test.Screening tests used in the series: where the result of the first test determines whether to run the second test or not.Screening tests used in parallel: where the second test is independently performed regardless of what the first test result is. And, both are done at the same time.If multiple tests are applied in series, the specificity & PPV will increase, the sensitivity & NPV will decrease.If multiple tests are applied in Parallel, the sensitivity & NPV will increase, the specificity & PPV will decrease.",Social & Preventive Medicine,
b3c00c97-b6ca-4475-95e2-42343c8959cc,Immunization that could help post-disaster includes,Measles,Cholera,Typhoid,All,0,multi,"Ans. A. MeaslesVaccines recommended in disastersFollowing vaccines are recommendedChildren < 10 years:- DPT, inactivated polio (IPV), H.influenzae type b (Hib), hepatitis B, pneumococcal conjugate vaccine (PCV), measles-mumps-rubella (MMR), varicella vaccine, influenza, hepatitis A and rotavirus.Children and adolescents (11-18 years):- Tetanus, diphtheria, peussis, meningococcal conjugate vaccine (MCV), Influenza.Adults (>18 years):- Tetanus, diphtheria, peussis, pneumococcal polysaccharide vaccine (PPSV23), and influenza.Vaccination against typhoid and cholera is not recommended.",Social & Preventive Medicine,
4b376e03-6fe0-40fd-b3be-aea6048bf7fa,"Extremely axle insecticide according to WHO classification, are coded as:",Red,Green,Yellow,Blue,0,single,"Answer- A. RedExtremely toxic insecticide, according to WHO classification, is coded as Red.",Social & Preventive Medicine,
82a21b84-e5d6-46d5-98bc-46fc75641f7b,A patient with cough was sputum AFB negative but chest X-ray was suggestive of TB. What should be the next step according to RNTCP?,Line probe assay,Culture,Nucleic acid amplification test,Tuberculin test,2,multi,Answer- C. Nucleic acid amplification testCaridge Based Nucleic Acid Amplification Test (CB-NAAT): The CB'NAAT is known as the GeneXpeft in mostcountries other than India This is prefered first diagnostic test in children and people with TB and HIC co-infection,Social & Preventive Medicine,
ba54a2e5-0beb-4a2b-a1ec-f34e58a5e679,Which of the following does not include Specific protection under primary prevention?,Tab Rifampicin to those in contact with meningitis,Health education,Pentavalent vaccination,Wheat flour foified with added iron,1,single,"Tab. Rifampicin to the meningitis patients is chemoprophylaxis which is given when a risk factor is present. Hence this is primary level prevention specific protection. Pentavalent vaccines; vaccines are always given when risk factors are present. Primary level prevention with Specific protection. Foification done when there is need or deficiency in a population (risk factors): primary level prevention. Protection from occupational hazards, Road traffic accidents, carcinogens will come under primary level Specific protection. Health education is primordial prevention.",Social & Preventive Medicine,AIIMS 2019
7c6fe266-845b-4f4b-8ddb-ca5d016e0396,Key indicator for AFP surveillance ?.,At least one case of non-polio AFP per year per 1000 population of under 5 years,At least one case of non-polio AFP per year per 100000 population of under 5 year,At least one case of non-polio AFP per year per 1000 population of under 15 years,At least one case of non-polio AFP per year per 100000 population of under 15 years,3,single,"Ans.d) At least one case of non-polio AFP per year per 100000 population of under 15 years The number of AFP cases repoed each year is used as an indicator of a country's ability to detect polio, even in countries where the disease no longer occurs. Polio surveillance It is the most impoant pa of whole polio eradication intiative. It has two components:?Acute flaccid paralysis (AFP) surveillanceAcute flaccid paralysis is defined as acute onset (< 4 weeks) of flaccid paralysis (reduced tone) without other obvious cause in children WHO recommends the immediate repoing and investigation of every case of AFP in children less than 15 years.",Social & Preventive Medicine,
257b6434-4c38-4b6a-8207-23c436906b0c,"In a coho study, to study association between factor and disease, the risk ratio was calculated to be equal to 1. What does this signifies?",There is no association present between the factor and the disease,There is positive association between the factor and the disease,There is negative association between the factor and the disease,Data insufficient to comment,0,single,Ans: A. There is no association present between the factor and the diseaseEstimation of relative risk (RR):Direct measure (or index) of strength of association between suspected cause and effect.RR=1 - Indicates no association.RR > 1 - Indicates positive association between exposure & disease under study.RR = 2 - Indicates incidence rate of disease is 2 times higher in exposed group (compared with unexposed).Impoant in etiological enquiries.,Social & Preventive Medicine,
bcc3680a-8167-4c75-ba0c-b7c94cb440b6,All of the following are done to remove Confounding except,Randomization,Random Selection,Matching,Blinding,1,multi,"Confounding factor - related to both the exposure and the outcome It leads to mistaken outcomes in the study, which leads to error in the study. Endemic Goitre is usually found in high altitudes, showing thereby an association between the two. However, we know that the goiter is not because of altitude but because of environmental deficiency of Iodine. Methods used to control confounding: Methods used to control confounding: METHOD UTILITY IN CONTROLLING CONFOUNDING 1. Randomization Most ideal method 2. Restriction Limiting study to people who have paicular characteristics 3. Matching Mostly useful in case control studies 4. Stratification Useful for larger studies 5. Statistical Modeling When many confounding variables exist simultaneously 6. Blinding Bias is also a type of confounding",Social & Preventive Medicine,AIIMS 2019
c06d48a3-baba-4dfd-8144-39234497be00,A researcher selected all possible samples from a population and plotted their means on a line graph. This distribution is called as:,Sample distribution,Sampling distribution,Population distribution,Parametric distribution,1,multi,"Ans: B. Sampling distribution(Ref Research Methods For Communication Science James H. Watt;Sampling distribution / finite-sample distribution:Probability distribution of a given statistic based on a random sample.They allow analytical considerations to be based on the sampling distribution of a statistic, rather than on the joint probability distribution of all the individual sample values.",Social & Preventive Medicine,
fab688a9-c8b9-49de-9fd1-596e226477e6,Under National Health Mission which committee makes plan for village health?,Panchayat health committee (PHC),Village health planning and management committee (VHPMC),Village health sanitation and nutrition committee (VHSNC),RogiKalyan Samiti,2,single,"Ans: C. Village health sanitation and nutrition committee (VHSNC)Ref: K Park, 23'd ed,, pg. 450-451 and Health Policies and Programmes in India, DK Taneja, I2'h ed., pg. 82VHSNC:Sub-committee or a standing committee of the Gram Panchayat.The VHSNC acts as a platform for convergence between different depaments & committees at village level.The VHSNCs shall be suppoed to develop village health plans to ensure convergent action on social determinants of health, ensure access to health services, especially of the more marginalised sections in the village, and suppo the organization of the Village Health and Nutrition Day.",Social & Preventive Medicine,
ae3aa91a-4bfb-42a5-b8f6-7f8217e18fb0,You went to a sub center as pa of an audit. How many infants should be registered with a health worker working there?,50,100,150,200,1,single,"Ans: B. 100Ref: K Park, 23d ed., pg. 524, 567Estimated no. of infants in a health sub centre covering 5000 population can be calculated as follows:No. of live bih = Bih rate x Population/ 1000= 20.4 x 5000/1000 = 102Infant moality for sub centre = No. of live bih x IMR/1000= 102 x 34/1000= 3.5 (for calculation purpose we assume it 4)Therefore, total number of infants = 102 -- 4= 98Hence correct answer is 100 (nearest value).",Social & Preventive Medicine,
9e897983-8674-4556-9457-457acfa15d9e,"The haemoglobin levels of pregnant females in a community was found to have a mean of 10.6 g/d1, and a standard detion of 2 g/dL. What is the minimum haemoglobin level below which 5% of the pregnant females will have their haemoglobin levels?",7.32,8.64,6.68,8.96,2,single,Ans. c. 6.68,Social & Preventive Medicine,
3c51b6f8-0c1e-4f6f-9f2b-9b2463364ff2,CEREC AC which is true,Creates the image by video recording,Laser beam is used,LED is used,Composite metal resin alloy etc,2,multi,,Dental,
a21105e6-e66d-4ae5-ab2d-cee0c3b6bd4d,Crab claw separator is,Farrier separator,Elliot separator,Both,None,1,multi,,Dental,
8a04c842-70a5-4ba5-9645-c5ef4a5acd66,"In normal dentition, in centric occlusion, opposing contact may be expected at?",Buccal slopes of lingual cusps of maxillary posterior teeth.,Buccal slopes of buccal cusps of maxillary posterior teeth.,Lingual slopes of lingual cusps of mandibular posterior teeth.,All of the above.,0,multi,,Dental,
2bd4a99b-c158-4dac-8632-ae800f490a9e,An investigator wants to study the association between maternal intake of iron supplements (Yes or No) and birth weights (in gm) of new born babies. He collects relevant data from 100 pregnant women and their newborns. What statistical test of hypothesis would you advise for the investigator in this situation?,Chi-square test,Unpaired or independent t - test,Analysis of variance,Student t — test,1,single,,Dental,
a4e71725-0ed0-4088-bec3-6cfc37490df4,"Light cure system, side effect is:",Iritis,Cataract,Conjunctivitis,Retinal damage,3,single,,Dental,
8de6d7b3-c5f9-4c22-b93e-41cf119212f1,"In constructing a fixed partial denture for a patient, the
dentist will use a hygienic pontic. Which of the following
will primarily determine the faciolingual dimension of
the occlusal portion of this pontic?",The length of the pontic,"The masticatory, force of the patient",The position of the opposing contact areas,The width and crestaL position of the edentulous ridge,2,single,,Dental,
9baf46e0-b16f-48a5-b761-334765784402,Largest incisal embrasure seen in,Between upper Lateral incisor and Canine,Between lower Central incisor and Lateral incisor,Between upper canine and premolar,Between lower canine and premolar,0,single,"Largest embrasure
Incisal embrasure : between upper LI and Canine
Occlusal embrasure: between upper canine and 1st premolar",Dental,
815a13ca-72f8-4964-8732-04f03b313aa4,Sonic frequency range is:,1000-2000 Hz,1500-6000 Hz,"20,000-30,000 Hz","10,000 Hz",1,single,,Dental,
76ba3417-012e-4bf8-840c-13bb7bc60dcc,Teeth that erupt in 30 days of birth,Neonatal teeth,Natal teeth,Premature teeth,None,0,multi,,Dental,
242d1a23-0032-4565-99cc-ebf7d8fc54aa,Cytokines associated with periapical lesions,IL-1,IL-6,IL-8,TNF-α,0,single,,Dental,
9ca1d8a1-131f-4ed9-9ba6-e2fd8ed9e09d,"For posterior abutment with acceptable crown root ratios, average crown length, normal esthetic requirement, retainer of choice is:",Full crown,Partial veneer crown,Resin veneer,PFM,1,single,,Dental,
4f0750e5-1479-453d-85f2-5b532aa130a9,In dental composite 75 % by weight filler is approximately what % volume of filler?,85,90,60,50,3,single,,Dental,
53d58d7a-d546-4b1a-88a7-fa7348ff08a5,All are secondary colonizers except,S. sanguis,P. intermedia,Fusobacteria,P. gingivalis,0,multi,,Dental,
9a664b49-9962-466f-a160-3ae2036dd720,Remodelling theory of craniofacial growth was given by,Brash,John hunter,Vander Klauuw,Sicher & Weinmann,0,single,,Dental,
ec39111c-8207-4aed-8e4c-e81e104c3f79,The formation of the dental lamina is initiated by,Forebrain,Rathke's pouch,Neural crest cells,Odontoblasts,2,single,,Dental,
bdb5ddab-b229-4775-a698-62d03c559af1,Most common complication during ridge split or bone spreading is,Dehiscence,Facial plate splitting,Implant micro movement,Poor position of implant,1,single,,Dental,
76e1d3a2-90b6-4735-be99-004263456619,Resistance form of endodontics is:,Resists movement of gutta-percha in apical area,To allow use of spreader in lateral condensation,Fracture of root while vertical condensation,None of the above,0,multi,,Dental,
51250c61-30fe-47d0-b5cf-e9ce5abcac6e,Cross-sectional studies are carried on,Same individuals but of same age,Different individuals but of same age groups,Same individuals at different ages,Different individuals of different age groups,3,single,,Dental,
d0bb44e4-6d29-4b19-8046-c47c28b48bc5,Dentin is composed of,70% inorganic,30% inorganic,50% inorganic,96% inorganic,0,single,,Dental,
762c8e46-a58b-4a23-b03d-f5d2055a3fac,A lateral sliding flap done on a tooth with roots denuded for 6 years will show,PDL fibres attached to cementum,PDL fibres attached to dentin,Epithelium adjacent to previously denuded root surface,Co adaptation to the remaining fibres,2,single,,Dental,
3bb33f16-ca92-481f-bb39-b5278156c63d,"Patient with increased PT, APTT & TT and normal fibrinogen and platelet counts, diagnosis is?",DIC,Fac. VIII def.,Liver disease,Vitamin K deficiency,3,single,,Pathology,
d6094ebe-a5b0-49fe-8443-6d9eeabff0fb,Acanthosis is,Increase in mitotic division,Increase in thickness of superficial layer,Increase in thickness of spinous Layer,Disruption of basal lamina,2,single,,Pathology,
f7aaa747-4b20-4034-b4dd-3aa8b964327a,Which of the following malignancy is least commonly associated with lymphatic spread ?,Basal Cell Carcinoma,Squamous cell Carcinoma,Malignant melanoma,Merkel cell Carcinoma,0,single,"Ans. A. Basal Cell CarcinomaRef: Robbins & Cotran, 9'' ed., pg. I155-l I 57Basal cell carcinoma is a locally aggressive cutaneous tumor.The rest of three tumors in the options have more tendency for lymphatic spread compared to BCC.",Pathology,
cd385d3e-f948-4dbf-bccb-3e67436a580b,Site specificity is seen in:,Syphilis,Recurrent herpes Labialis,Carcinoma,Traumatic aphthous ulcer,1,single,,Pathology,
775ae087-72e3-45fb-9b1d-e4a74bddc1c1,"A boy complains of bleeding gums, swollen, Joints with hemorrhage into joints. His paternal and maternal uncle complains of same problem. It is due to deficiency of factor:",VIII,IX,X,VI,0,single,,Pathology,
cd3ee63d-d3f2-44ea-a18c-dbf9bf1c57cf,Bacteria free zone of dentinal caries is,a)Zone of decomposed dentin,Zone of bacterial invasion,Zone of decalcification,Zone of dentinal sclerosis,3,single,,Pathology,
f6f50542-f6b4-4fa8-b073-d12597eb52f9,A 5-years old child was presented with proptosis. Microscopic examination of the mass revealed a round cell tumor positive for Desmin immunohistochemical marker. Most likely diagnosis is ?,Leukemia,Embryonal rhabdomyosarcoma,Lymphoma,Primitive Neuroectodermal Tumor (PNET),1,single,"Ans. B. Embryonal rhabdomyosarcomaRef: Robbins & Cotran, lh ed., pg. 1220-1222ln the four options provided , all four show morphology of a round cell tumour.However Desmin positivity is seen only in cases of rhabdomyosarcoma.In Embryonal rhabdomyosarcoma, the tumor cells mimic skeletal muscle at various stages of embryogenesis and consist of sheets of both prirnitive round and spindled cells in a myxoid stroma.Immunohistochemistry for desmin and Myogenin confirm the rhabdomyoblastic differentiation.",Pathology,
6b86f0c4-8038-4e49-8789-2a288d123aa7,IgA deposits in dermal papilla are characteristically seen in?,A. Dermatitits herpetiformis,B. Pemphigus vulgaris,C. Bullous pemphigoid,D. IgA dermatosis of childhood,0,multi,"A. Dermatitits herpetiformisDermatitits herpetiformis is diagnosed by a blood test for IgA antibodies, and by a skin biopsy in which the pattern of IgA deposits in the dermal papillae, revealed by direct immunofluorescence, distinguishes it from linear IgA bullous dermatosis and other forms of dermatitis.",Pathology,
4fec3e84-b821-4da3-b300-dc0ad6c32608,Which of the following is anaplastic lymphoma kinase (ALK) positive neoplasm?,Synol sarcoma,Fibromatosis,Ewing sarcoma,Inflammatory myofibroblastic tumor,3,single,"Answer- D. Inflammatory myofibroblastic tumorInflammatory myofibroblastic tumor is anaplastic lymphoma kinase (ALK) positive neoplasm.Inflammatory myofibroblastic tumor, though rare, is more common in children, with an equal male-to-female ratio.Presenting symptoms include fever, cough, chest pain, and hemopytsis. It may also be asymptomatic.Anaplastic Lymphoma Kinase (ALK)- Anaplastic lymphoma kinase also known as ALK tyrosine kinase receptor or CD246 (cluster of diff-erentiation 246) is an enzyme that in humans is encoded by ALK gene.Anaplastic Lymphoma Kinase (ALK) Positive NeoplasmsAnaplastic large-cell lymphomasAdenocarcinoma of lungFamilial neuroblastomaInflammatory myofibroblastic tumor",Pathology,
82e0c97f-b421-4836-a0ec-602fb1045910,Mosaic pattern of bone is seen in radiographic features of:,Fibrous dysplasia,Paget's disease,Osteopetrosis,Osteogenesis imperfecta,1,single,,Pathology,
3645e915-e8a7-44fe-8cad-734ce6b71063,Intra-epithelial bulla are found in,Pemphigus,Bullous pemphigoid,Bullous Lichen planus,Pemphigoid,0,single,,Pathology,
53f00275-55bc-497b-872f-d223d5021601,"About intraoperative histopathological analysis, all are true except:",Gives an immediate definitive diagnosis of tumor,Used for detecting positive margins after resection,Used to confirm suspected metastasis,Sentinel lymph node biopsy in breast carcinoma is an example,0,multi,"Ans: A. Gives an immediate definitive diagnosis of tumor (Ref http:/,www.nchi.iilm.nih.gov/pmc/arii,PMC3347896).lntraoperative Histopathological Analysis:Frozen section procedure/cryosection:Rapid microscopic specimen analysis.Used most often in oncological surgery.Slide quality produced by frozen section lower than formalin-fixed paraffin-embedded tissue processing.Used for presumptive diagnosis.More accurate diagnosis - Fixed tissue processing.",Pathology,
