id,source,probA,probB,probC,probD,answer,time,error
24,MEDMCQA,0.32185983657836914,0.22121082246303558,0.09221439063549042,0.36471498012542725,2,0.010207414627075195,False
25,MEDMCQA,0.034821730107069016,0.050665322691202164,0.016448622569441795,0.8980643153190613,3,0.01026773452758789,False
26,MEDMCQA,0.9940651655197144,0.005216375458985567,9.554124699207023e-05,0.0006230071885511279,0,0.010281085968017578,False
27,MEDMCQA,0.4937856197357178,0.07572448253631592,0.04592921957373619,0.38456061482429504,0,0.010199546813964844,False
28,MEDMCQA,0.01576899364590645,0.0035185380838811398,0.975593090057373,0.005119442939758301,2,0.010375261306762695,False
29,MEDMCQA,0.20471474528312683,0.3824574649333954,0.33751752972602844,0.07531034201383591,0,0.010174751281738281,False
30,MEDMCQA,0.0003353182692080736,1.0125734661414754e-05,0.9995697140693665,8.478174277115613e-05,2,0.01067352294921875,False
31,MEDMCQA,0.9999561309814453,3.535595169523731e-05,1.5534320709775784e-06,6.961999133636709e-06,0,0.010125398635864258,False
32,MEDMCQA,0.01029980555176735,0.040736522525548935,0.0218046884983778,0.9271589517593384,3,0.010690689086914062,False
33,MEDMCQA,0.20399905741214752,0.05844671279191971,0.10919282585382462,0.6283613443374634,3,0.01026296615600586,False
34,MEDMCQA,0.9430087804794312,0.0221774410456419,0.015242316760122776,0.019571522250771523,0,0.0102081298828125,False
35,MEDMCQA,0.20852629840373993,0.017116880044341087,0.7278282642364502,0.04652850329875946,2,0.009865999221801758,False
36,MEDMCQA,0.814055323600769,0.18164029717445374,0.0020178414415568113,0.002286513801664114,0,0.010172843933105469,False
37,MEDMCQA,0.5586609840393066,0.43508562445640564,0.0033219198230654,0.0029315839055925608,0,0.010201454162597656,False
38,MEDMCQA,0.019828256219625473,0.017498375847935677,0.007294408045709133,0.9553788900375366,3,0.010385513305664062,False
39,MEDMCQA,0.9995866417884827,0.00029592233477160335,6.602919893339276e-05,5.142359805176966e-05,0,0.010322809219360352,False
40,MEDMCQA,0.004452053923159838,0.9613759517669678,0.0012755347415804863,0.03289647400379181,1,0.01031184196472168,False
41,MEDMCQA,0.011378997936844826,0.17799748480319977,0.012894093990325928,0.7977293729782104,3,0.010133504867553711,False
42,MEDMCQA,0.29523369669914246,0.4295624792575836,0.045275550335645676,0.22992824018001556,2,0.010126113891601562,False
43,MEDMCQA,0.1797138750553131,0.8054217100143433,0.006968263071030378,0.007896075956523418,1,0.01025247573852539,False
44,MEDMCQA,0.0002304845256730914,2.143840174539946e-05,7.482737419195473e-05,0.9996732473373413,3,0.010487794876098633,False
45,MEDMCQA,0.45505422353744507,0.101536326110363,0.2760043442249298,0.16740509867668152,2,0.010029315948486328,False
46,MEDMCQA,0.9911813735961914,0.00520124239847064,0.0011605540057644248,0.002456892980262637,0,0.01016378402709961,False
47,MEDMCQA,0.6921793222427368,0.05014130473136902,0.1750103384256363,0.08266903460025787,0,0.010448455810546875,False
48,MEDMCQA,0.547260582447052,0.4262069761753082,0.007806252688169479,0.018726227805018425,1,0.010592222213745117,False
49,MEDMCQA,0.009506900794804096,0.9697302579879761,0.005088677164167166,0.015674229711294174,1,0.010262250900268555,False
50,MEDMCQA,0.34315475821495056,0.267249196767807,0.08676311373710632,0.30283302068710327,1,0.009939193725585938,False
51,MEDMCQA,0.19392643868923187,0.7669939398765564,0.01591845043003559,0.023161210119724274,0,0.010093927383422852,False
52,MEDMCQA,0.1641269028186798,0.05328420549631119,0.047023143619298935,0.735565721988678,0,0.010090112686157227,False
53,MEDMCQA,0.5786281824111938,0.10055050253868103,0.273324579000473,0.047496695071458817,3,0.010553836822509766,False
54,MEDMCQA,0.2542232275009155,0.19798922538757324,0.07283616811037064,0.47495147585868835,3,0.010043621063232422,False
55,MEDMCQA,0.9719353914260864,0.01223486103117466,0.008408889174461365,0.007420818321406841,0,0.009946107864379883,False
56,MEDMCQA,0.14513368904590607,0.0023458674550056458,0.017333747819066048,0.8351867198944092,2,0.010446786880493164,False
57,MEDMCQA,0.09123241901397705,0.8655891418457031,0.009615826420485973,0.03356253355741501,1,0.010181665420532227,False
58,MEDMCQA,0.22121082246303558,0.32185983657836914,0.09221439063549042,0.36471498012542725,2,0.010271310806274414,False
59,MEDMCQA,0.9999986886978149,9.422442417417187e-07,1.8553889447048277e-07,6.825594311976602e-08,0,0.010187149047851562,False
60,MEDMCQA,0.19103571772575378,0.7555609345436096,0.010777497664093971,0.042625829577445984,2,0.009873628616333008,False
61,MEDMCQA,0.07486975193023682,0.8049256801605225,0.03536596521735191,0.08483853936195374,0,0.010250329971313477,False
62,MEDMCQA,0.4268176853656769,0.4268176853656769,0.02407940663397312,0.12228532135486603,0,0.010394573211669922,False
63,MEDMCQA,0.00457206554710865,0.0014843323733657598,0.006652316078543663,0.9872912764549255,3,0.010630130767822266,False
64,MEDMCQA,0.999976634979248,1.8925064068753272e-05,3.2886830467759864e-06,1.0676791362129734e-06,0,0.010299921035766602,False
65,MEDMCQA,0.0011692786356434226,0.00012324107228778303,7.47494850656949e-05,0.9986327290534973,3,0.010517358779907227,False
66,MEDMCQA,0.43171465396881104,0.051560964435338974,0.08500965684652328,0.43171465396881104,1,0.01005697250366211,False
67,MEDMCQA,0.1369680017232895,0.1758703887462616,0.07331368327140808,0.6138479709625244,1,0.010360956192016602,False
68,MEDMCQA,0.0003106286749243736,0.18233449757099152,0.00018840580014511943,0.8171665072441101,0,0.010234832763671875,False
69,MEDMCQA,0.00043037833529524505,0.000379807548597455,0.9991544485092163,3.532760456437245e-05,2,0.010195732116699219,False
70,MEDMCQA,0.19861888885498047,0.2550317049026489,0.17528054118156433,0.37106892466545105,2,0.01038503646850586,False
71,MEDMCQA,0.1813652515411377,0.11000358313322067,0.07560428231954575,0.6330268979072571,3,0.010484933853149414,False
72,MEDMCQA,0.3637525141239166,0.029858622699975967,0.006662359461188316,0.5997264981269836,1,0.010110616683959961,False
73,MEDMCQA,0.21533189713954926,0.025717725977301598,0.00736825168132782,0.751582145690918,1,0.010318279266357422,False
74,MEDMCQA,0.2966017425060272,0.26175010204315186,0.26175010204315186,0.17989805340766907,0,0.010474681854248047,False
75,MEDMCQA,0.9929987192153931,0.003581312717869878,0.0031604974064975977,0.0002594294201117009,0,0.010134458541870117,False
76,MEDMCQA,0.017880544066429138,0.003989688586443663,0.217829629778862,0.7603000998497009,3,0.009688377380371094,False
77,MEDMCQA,0.019941259175539017,0.0016368783544749022,0.9608237147331238,0.017598100006580353,3,0.009786605834960938,False
78,MEDMCQA,0.0073922122828662395,0.9681887626647949,0.0016494255978614092,0.022769618779420853,3,0.00960850715637207,False
79,MEDMCQA,0.043661195784807205,0.0097421295940876,0.7739132046699524,0.17268338799476624,0,0.009531021118164062,False
80,MEDMCQA,0.2218828648328781,0.09249453991651535,0.0021752631291747093,0.6834473609924316,2,0.009980916976928711,False
81,MEDMCQA,0.9676624536514282,0.02922087535262108,0.0009998832829296589,0.0021167530212551355,3,0.009868383407592773,False
82,MEDMCQA,0.23587597906589508,0.03617275133728981,0.08677391707897186,0.6411773562431335,1,0.009750127792358398,False
83,MEDMCQA,0.40099501609802246,0.022622592747211456,0.514887809753418,0.061494581401348114,2,0.009550333023071289,False
84,MEDMCQA,0.9219541549682617,0.0020167664624750614,0.0003504614869598299,0.07567860186100006,0,0.00957632064819336,False
85,MEDMCQA,0.8508151173591614,0.0012791487388312817,5.620187221211381e-05,0.14784950017929077,1,0.00966024398803711,False
86,MEDMCQA,0.34026187658309937,0.30028003454208374,0.34026187658309937,0.01919626072049141,1,0.009562015533447266,False
87,MEDMCQA,0.2986334562301636,0.23257596790790558,0.26354309916496277,0.20524758100509644,0,0.009993791580200195,False
88,MEDMCQA,0.12147413939237595,0.48043954372406006,0.37416669726371765,0.02391967549920082,2,0.009671211242675781,False
89,MEDMCQA,0.1957825869321823,0.2513898015022278,0.0206353310495615,0.5321922302246094,0,0.009583711624145508,False
90,MEDMCQA,0.09735610336065292,0.18188513815402985,0.16051308810710907,0.56024569272995,2,0.009611129760742188,False
91,MEDMCQA,0.26487457752227783,0.0048513468354940414,0.010270301252603531,0.7200037240982056,0,0.009510040283203125,False
92,MEDMCQA,0.9993759989738464,0.0005527392495423555,4.004029688076116e-05,3.1183415558189154e-05,0,0.00960087776184082,False
93,MEDMCQA,4.006261588074267e-05,0.999933123588562,2.561117526056478e-06,2.4299206415889785e-05,1,0.009526968002319336,False
94,MEDMCQA,0.9973751306533813,0.0016991480952128768,0.00012308586155995727,0.0008026207215152681,0,0.009474992752075195,False
95,MEDMCQA,0.998332679271698,0.001324568293057382,0.0001396084699081257,0.00020312912238296121,0,0.00954580307006836,False
96,MEDMCQA,0.029229680076241493,0.0023993183858692646,0.00041693897219374776,0.9679540395736694,3,0.009549617767333984,False
97,MEDMCQA,0.24928399920463562,0.043319061398506165,0.02977272868156433,0.6776241660118103,3,0.009597539901733398,False
98,MEDMCQA,0.17651498317718506,0.005330290645360947,0.7910852432250977,0.027069447562098503,1,0.009505271911621094,False
99,MEDMCQA,0.1158776730298996,0.015682337805628777,0.012213416397571564,0.8562266230583191,3,0.009569883346557617,False
100,MEDMCQA,0.1969960778951645,0.3247916102409363,0.15342068672180176,0.3247916102409363,0,0.00970602035522461,False
101,MEDMCQA,0.9739708304405212,0.02290559932589531,0.0014643059112131596,0.0016592760803177953,0,0.010263204574584961,False
102,MEDMCQA,0.2672310471534729,0.00431938748806715,0.0020403340458869934,0.7264092564582825,3,0.010347843170166016,False
103,MEDMCQA,0.7725698351860046,0.004593868274241686,0.2213449627161026,0.0014914106577634811,2,0.010238170623779297,False
104,MEDMCQA,0.36471498012542725,0.22121082246303558,0.09221439063549042,0.32185983657836914,3,0.010456323623657227,False
105,MEDMCQA,0.002786318538710475,0.004054069519042969,0.9919981360435486,0.001161510357633233,2,0.010229825973510742,False
106,MEDMCQA,0.2631450593471527,0.004819669760763645,0.2981824278831482,0.4338528513908386,0,0.010298728942871094,False
107,MEDMCQA,0.6054024696350098,0.014237701892852783,0.32404860854148865,0.05631120502948761,0,0.01007080078125,False
108,MEDMCQA,0.4733160138130188,0.11967302858829498,0.15366320312023163,0.25334781408309937,3,0.01020359992980957,False
109,MEDMCQA,0.18759652972221375,0.088614322245121,0.06901290267705917,0.6547762155532837,3,0.010652780532836914,False
110,MEDMCQA,0.7245175838470459,0.20757776498794556,0.03607160598039627,0.03183308243751526,0,0.010442495346069336,False
111,MEDMCQA,0.301347941160202,0.1256205141544342,0.0761926993727684,0.49683877825737,1,0.010146856307983398,False
112,MEDMCQA,0.46207094192504883,0.46207094192504883,0.03792909160256386,0.03792909160256386,0,0.010304450988769531,False
113,MEDMCQA,0.029873546212911606,0.8730329871177673,0.03385116159915924,0.06324230134487152,3,0.010306358337402344,False
114,MEDMCQA,0.20012298226356506,0.09453140199184418,0.6984978318214417,0.006847831420600414,0,0.010236740112304688,False
115,MEDMCQA,0.45741742849349976,0.017735999077558517,0.006524709518998861,0.5183218717575073,0,0.010422468185424805,False
116,MEDMCQA,0.03136273846030235,0.297561377286911,0.18048010766506195,0.4905957877635956,3,0.010073661804199219,False
117,MEDMCQA,0.7255205512046814,0.142863467335701,0.1260765641927719,0.00553941773250699,0,0.010135889053344727,False
118,MEDMCQA,0.14658468961715698,0.21327947080135345,0.24167728424072266,0.39845848083496094,2,0.0103607177734375,False
119,MEDMCQA,0.005842004902660847,0.982474148273468,0.005842004902660847,0.005842004902660847,1,0.010226964950561523,False
120,MEDMCQA,0.8637773394584656,0.0803438127040863,0.017927126958966255,0.03795172646641731,0,0.010187149047851562,False
121,MEDMCQA,0.19460725784301758,0.11803527176380157,0.4668385684490204,0.22051891684532166,1,0.010148763656616211,False
122,MEDMCQA,0.22777916491031647,0.3314167261123657,0.06525982171297073,0.37554433941841125,3,0.010276556015014648,False
123,MEDMCQA,0.22368179261684418,0.32545506954193115,0.2534646689891815,0.19739848375320435,1,0.010303258895874023,False
124,MEDMCQA,0.5873766541481018,0.006525164935737848,0.0024004741571843624,0.4036976993083954,0,0.010041236877441406,False
125,MEDMCQA,0.0022862821351736784,0.002590696793049574,0.43568822741508484,0.5594347715377808,3,0.010164022445678711,False
126,MEDMCQA,0.11661752313375473,0.1321449726819992,0.08014997094869614,0.6710875034332275,2,0.010189294815063477,False
127,MEDMCQA,0.4193964898586273,0.01842699572443962,0.5385157465934753,0.023660730570554733,0,0.010331153869628906,False
128,MEDMCQA,0.21682865917682648,0.5201449394226074,0.13151323795318604,0.13151323795318604,1,0.010266780853271484,False
129,MEDMCQA,0.18188513815402985,0.16051308810710907,0.09735610336065292,0.56024569272995,0,0.010238885879516602,False
130,MEDMCQA,0.6633767485618591,0.042408253997564316,0.2765365540981293,0.017678391188383102,0,0.010215520858764648,False
131,MEDMCQA,0.16185925900936127,0.16185925900936127,0.6401658058166504,0.03611568361520767,2,0.010181188583374023,False
132,MEDMCQA,0.0036818617954850197,0.00043973568244837224,0.09495646506547928,0.9009218811988831,2,0.010396480560302734,False
133,MEDMCQA,0.588191568851471,0.21638359129428864,0.11582178622484207,0.07960306853055954,0,0.01013803482055664,False
134,MEDMCQA,0.17025183141231537,0.4084129333496094,0.10326296091079712,0.3180723190307617,3,0.010224103927612305,False
135,MEDMCQA,0.002137122442945838,0.0006122958147898316,0.9769741892814636,0.020276451483368874,2,0.010480165481567383,False
136,MEDMCQA,8.47787523525767e-05,0.9995344877243042,4.5378797949524596e-05,0.0003353064530529082,1,0.010394096374511719,False
137,MEDMCQA,0.2117060422897339,0.44818171858787537,0.2117060422897339,0.12840621173381805,0,0.009807586669921875,False
138,MEDMCQA,0.3169791102409363,0.6710447669029236,0.007454633712768555,0.004521463997662067,1,0.010088920593261719,False
139,MEDMCQA,0.05298054218292236,0.004927958361804485,0.0029889577999711037,0.9391025900840759,3,0.010288715362548828,False
140,MEDMCQA,0.9999967813491821,1.7603406377020292e-06,1.0677006230253028e-06,3.9278509689211205e-07,0,0.010275602340698242,False
141,MEDMCQA,0.023500433191657066,0.6060841679573059,0.3676086366176605,0.0028067263774573803,2,0.010355472564697266,False
142,MEDMCQA,0.9972115159034729,0.00048673420678824186,0.0008024890557862818,0.0014992468059062958,0,0.010576725006103516,False
143,MEDMCQA,0.6081656813621521,0.36887112259864807,0.006756110116839409,0.01620706543326378,0,0.010250091552734375,False
144,MEDMCQA,0.26613619923591614,0.11094208061695099,0.12571384012699127,0.4972078800201416,1,0.010162353515625,False
145,MEDMCQA,0.9996331930160522,8.478712697979063e-05,5.1425991841824725e-05,0.0002304752852069214,0,0.010201454162597656,False
146,MEDMCQA,0.05877748131752014,0.9194345474243164,0.010213995352387428,0.0115739731118083,0,0.010243415832519531,False
147,MEDMCQA,0.0019188926089555025,0.9940109848976135,0.0009064206969924271,0.00316371931694448,1,0.009908676147460938,False
148,MEDMCQA,0.7936205267906189,0.01647106744349003,0.1770806759595871,0.012827681377530098,2,0.010109663009643555,False
149,MEDMCQA,0.007558505516499281,0.0013134712353348732,0.0011591343209147453,0.9899688363075256,0,0.010576009750366211,False
150,MEDMCQA,0.23125936090946198,0.07507892698049545,0.4895760715007782,0.20408566296100616,0,0.01060032844543457,False
151,MEDMCQA,0.11854711174964905,0.0009051183587871492,0.8759512901306152,0.004596570506691933,2,0.010396480560302734,False
152,MEDMCQA,0.6271191239356995,0.045428358018398285,0.031222421675920486,0.2962300777435303,3,0.010391473770141602,False
153,MEDMCQA,0.0010310827055945992,0.0006253832834772766,0.0004870489938184619,0.9978564381599426,3,0.01029205322265625,False
154,MEDMCQA,0.08219724148511887,0.11959628760814667,0.7798657417297363,0.018340684473514557,2,0.01031184196472168,False
155,MEDMCQA,0.008246506564319134,0.004414037335664034,0.841166615486145,0.14617283642292023,2,0.010345697402954102,False
156,MEDMCQA,0.2012614607810974,0.13832484185695648,0.17761261761188507,0.4828011393547058,2,0.009865283966064453,False
157,MEDMCQA,0.7990405559539795,0.02734166383743286,0.12253684550523758,0.05108095332980156,0,0.010482311248779297,False
158,MEDMCQA,0.02507983148097992,0.03220314159989357,0.9411137700080872,0.0016033001011237502,2,0.010648488998413086,False
159,MEDMCQA,0.007952074520289898,0.5574834942817688,0.0003959104942623526,0.43416857719421387,1,0.01038813591003418,False
160,MEDMCQA,0.6132115721702576,0.014421354047954082,0.00043548716348595917,0.37193161249160767,0,0.010385990142822266,False
161,MEDMCQA,0.253287672996521,0.41760075092315674,0.22352558374404907,0.10558600723743439,2,0.010431289672851562,False
162,MEDMCQA,0.004012697841972113,0.9818747639656067,0.007496706210076809,0.006615820340812206,1,0.01060342788696289,False
163,MEDMCQA,0.22381338477134705,0.36900588870048523,0.11979866772890091,0.2873820662498474,1,0.010617971420288086,False
164,MEDMCQA,0.07428597658872604,0.014627776108682156,0.006097764242440462,0.9049884676933289,3,0.010221004486083984,False
165,MEDMCQA,0.15837648510932922,0.03118617832660675,0.379925400018692,0.4305118918418884,0,0.010256052017211914,False
166,MEDMCQA,0.29964005947113037,0.494022935628891,0.04595129191875458,0.16038575768470764,2,0.009943008422851562,False
167,MEDMCQA,0.12599726021289825,0.5646805167198181,0.1833249181509018,0.12599726021289825,0,0.010518312454223633,False
168,MEDMCQA,0.09991860389709473,0.2716069221496582,0.053482577204704285,0.5749918818473816,2,0.010341882705688477,False
169,MEDMCQA,0.004064904060214758,0.0004854835569858551,0.0008004271076060832,0.9946492314338684,2,0.010649919509887695,False
170,MEDMCQA,0.10846833884716034,0.3341059982776642,0.3785916864871979,0.17883405089378357,1,0.01031947135925293,False
171,MEDMCQA,0.12433286011219025,0.058730680495500565,0.4339643120765686,0.3829721510410309,2,0.01040196418762207,False
172,MEDMCQA,0.6319848895072937,0.05878375470638275,0.045780833810567856,0.2634505033493042,0,0.010025501251220703,False
173,MEDMCQA,0.004060468636453152,0.0002021588443312794,0.9935639500617981,0.0021734123583883047,2,0.010289907455444336,False
174,MEDMCQA,0.06864441931247711,0.041634947061538696,0.05346032977104187,0.8362602591514587,0,0.010545969009399414,False
175,MEDMCQA,0.4064580202102661,0.1164521723985672,0.4064580202102661,0.07063181698322296,0,0.010497808456420898,False
176,MEDMCQA,1.3007073903281707e-05,2.561244855314726e-06,1.553473452986509e-06,0.9999828338623047,3,0.009798526763916016,False
177,MEDMCQA,0.33482351899147034,0.29548072814941406,0.13957519829273224,0.23012061417102814,1,0.009688138961791992,False
178,MEDMCQA,0.25917014479637146,0.030953461304306984,0.0053789047524333,0.7044975161552429,2,0.009680747985839844,False
179,MEDMCQA,0.4717729985713959,0.4717729985713959,0.043881725519895554,0.012572324834764004,2,0.009580135345458984,False
180,MEDMCQA,0.17883405089378357,0.3785916864871979,0.10846833884716034,0.3341059982776642,1,0.009615659713745117,False
181,MEDMCQA,0.5528631210327148,0.23046763241291046,0.15839794278144836,0.058271341025829315,2,0.009586095809936523,False
182,MEDMCQA,6.144155122456141e-06,6.475892178059439e-07,2.561264864198165e-06,0.999990701675415,3,0.009635448455810547,False
183,MEDMCQA,0.35035568475723267,0.14604997634887695,0.4498656094074249,0.05372878536581993,2,0.009649038314819336,False
184,MEDMCQA,0.0050376830622553825,0.002100018784403801,0.03284981846809387,0.9600124359130859,3,0.009641170501708984,False
185,MEDMCQA,0.09164780378341675,0.0006175180897116661,0.869530200958252,0.03820449113845825,2,0.009779214859008789,False
186,MEDMCQA,0.026833942160010338,0.6920564770698547,0.10613030195236206,0.1749792844057083,2,0.009702444076538086,False
187,MEDMCQA,0.9999750852584839,1.4738831850991119e-05,8.939553481468465e-06,1.2098370234525646e-06,1,0.009552478790283203,False
188,MEDMCQA,0.27607715129852295,0.3128364086151123,0.16744926571846008,0.24363723397254944,1,0.00957489013671875,False
189,MEDMCQA,0.32856178283691406,0.37230926752090454,0.07331204414367676,0.2258169949054718,3,0.00954127311706543,False
190,MEDMCQA,0.07334868609905243,0.07334868609905243,0.06472998857498169,0.7885726690292358,3,0.009830951690673828,False
191,MEDMCQA,0.6727356910705566,0.037953149527311325,0.07090581953525543,0.21840530633926392,2,0.009878873825073242,False
192,MEDMCQA,0.00020342440984677523,7.887620085966773e-06,4.784083103004377e-06,0.9997839331626892,3,0.009691953659057617,False
193,MEDMCQA,0.21487516164779663,0.27590516209602356,0.45489072799682617,0.054328951984643936,1,0.009631156921386719,False
194,MEDMCQA,0.6408866047859192,0.20806542038917542,0.12619805335998535,0.024849869310855865,2,0.009716272354125977,False
195,MEDMCQA,0.0035308541264384985,0.9790079593658447,0.005137362517416477,0.012323891744017601,1,0.009556293487548828,False
196,MEDMCQA,0.006561135407537222,0.005790181923657656,0.9737588167190552,0.013889922760426998,2,0.009908914566040039,False
197,MEDMCQA,0.0008040366228669882,2.142684934369754e-05,0.9991346001625061,4.0030623495113105e-05,2,0.009998083114624023,False
198,MEDMCQA,0.00020338661852292717,4.0049199014902115e-05,0.0001583976554684341,0.9995982050895691,3,0.010039329528808594,False
199,MEDMCQA,0.0019251854391768575,0.00017907014989759773,0.0006250162259675562,0.9972707629203796,3,0.00983428955078125,False
200,MEDMCQA,0.01852605678141117,0.6951851844787598,0.030544305220246315,0.2557443380355835,2,0.009809017181396484,False
201,MEDMCQA,0.5770317912101746,0.053672321140766144,0.24054263532161713,0.128753200173378,1,0.010050773620605469,False
202,MEDMCQA,0.07493925094604492,0.48866528272628784,0.29639047384262085,0.1400049477815628,1,0.010414838790893555,False
203,MEDMCQA,0.1343504637479782,0.7731335759162903,0.07191263139247894,0.02060331217944622,0,0.010805368423461914,False
204,MEDMCQA,0.017919164150953293,0.003528492758050561,0.9783532023429871,0.0001990639284485951,0,0.010651588439941406,False
205,MEDMCQA,0.2565230131149292,0.03933907672762871,0.006836106069386005,0.6973018050193787,3,0.010282754898071289,False
206,MEDMCQA,0.22567951679229736,0.1207975447177887,0.17575938999652863,0.4777635633945465,2,0.010314464569091797,False
207,MEDMCQA,0.18069544434547424,0.3825322687625885,0.2047547847032547,0.23201754689216614,2,0.010433673858642578,False
208,MEDMCQA,0.003914928529411554,0.9579514265060425,0.000989848980680108,0.037143807858228683,1,0.010273218154907227,False
209,MEDMCQA,0.1998087763786316,0.22641298174858093,0.030641665682196617,0.5431365370750427,3,0.010213375091552734,False
210,MEDMCQA,0.03591936081647873,0.721459686756134,0.03591936081647873,0.20670166611671448,3,0.010468244552612305,False
211,MEDMCQA,0.035115282982587814,0.024134356528520584,0.9056350588798523,0.035115282982587814,3,0.010308027267456055,False
212,MEDMCQA,0.9854623079299927,0.005859773140400648,0.0011538576800376177,0.007524097803980112,0,0.010216712951660156,False
213,MEDMCQA,0.07838163524866104,0.7436642646789551,0.16593393683433533,0.012020213529467583,0,0.01028585433959961,False
214,MEDMCQA,0.0027999794110655785,0.00010856697917915881,0.9968616962432861,0.00022983629605732858,2,0.010465860366821289,False
215,MEDMCQA,0.12278936803340912,0.012941904366016388,0.15766467154026031,0.70660400390625,3,0.010135412216186523,False
216,MEDMCQA,0.656570315361023,0.0692019984126091,0.21315717697143555,0.061070553958415985,2,0.010248899459838867,False
217,MEDMCQA,0.05955123156309128,0.9315380454063416,0.0017982914578169584,0.0071123805828392506,1,0.010565996170043945,False
218,MEDMCQA,0.9543753266334534,0.010602151975035667,0.03265692666172981,0.002365659922361374,1,0.010715007781982422,False
219,MEDMCQA,0.1739506721496582,0.7795928120613098,0.007642858661711216,0.03881363943219185,3,0.010381937026977539,False
220,MEDMCQA,0.0011694206623360515,4.534336403594352e-05,3.116400694125332e-05,0.9987540245056152,3,0.010190725326538086,False
221,MEDMCQA,0.5540878772735596,0.4315240681171417,0.008955996483564377,0.005432086065411568,0,0.010709285736083984,False
222,MEDMCQA,0.5526338815689087,0.04003266617655754,0.02751401998102665,0.3798193633556366,3,0.010359525680541992,False
223,MEDMCQA,0.9912881255149841,0.005894415080547333,0.0019136363407596946,0.0009039377910085022,2,0.010101079940795898,False
224,MEDMCQA,0.002181543270125985,0.0003345504810567945,0.00020291513646952808,0.9972809553146362,3,0.010416507720947266,False
225,MEDMCQA,0.1183130070567131,0.3644297122955322,0.049320198595523834,0.46793702244758606,3,0.01131129264831543,False
226,MEDMCQA,0.35578253865242004,0.04814993217587471,0.5865862369537354,0.009481283836066723,0,0.01087045669555664,False
227,MEDMCQA,0.009445187635719776,0.9634354114532471,0.0044615911319851875,0.022657830268144608,3,0.010789632797241211,False
228,MEDMCQA,0.025859346613287926,0.0021226643584668636,0.001653132727369666,0.9703648090362549,3,0.010372400283813477,False
229,MEDMCQA,0.1783401370048523,0.25948336720466614,0.2289932668209076,0.333183228969574,1,0.010361194610595703,False
230,MEDMCQA,0.3965536057949066,0.5091848969459534,0.025350822135806084,0.06891068071126938,0,0.011386871337890625,False
231,MEDMCQA,0.02896733023226261,0.007324088364839554,0.004442283883690834,0.9592662453651428,3,0.010394573211669922,False
232,MEDMCQA,0.3423192799091339,0.08655187487602234,0.18323031067848206,0.3878985643386841,3,0.010495424270629883,False
