id,source,probA,probB,probC,probD,probE,answer,time,error
20,MEDQA,0.3296318054199219,0.05728141963481903,0.17643919587135315,0.10701578110456467,0.3296318054199219,2,0.04483747482299805,False
21,MEDQA,0.3873775899410248,0.059406280517578125,0.12576308846473694,0.12576308846473694,0.3016899824142456,0,0.03141045570373535,False
22,MEDQA,0.00021663571533281356,2.931845847342629e-05,7.969583384692669e-05,0.9396072626113892,0.060067079961299896,3,0.04619193077087402,False
23,MEDQA,0.0051312739960849285,0.977847695350647,0.005814495030790567,0.0027465729508548975,0.00846004020422697,4,0.04584670066833496,False
24,MEDQA,0.89357590675354,0.02381299063563347,0.026983654126524925,0.016366414725780487,0.03926098719239235,0,0.05199909210205078,False
25,MEDQA,0.01365360151976347,0.00345217133872211,0.01204926148056984,0.01365360151976347,0.9571914076805115,4,0.028420448303222656,False
26,MEDQA,0.002469094004482031,0.00017886055866256356,0.0006242846720851958,0.0006242846720851958,0.9961035251617432,4,0.04478740692138672,False
27,MEDQA,0.8774588108062744,0.03002498857676983,0.01821107603609562,0.01821107603609562,0.05609406158328056,0,0.04321551322937012,False
28,MEDQA,0.11842066794633865,0.06338601559400558,0.09222610294818878,0.5307245850563049,0.19524267315864563,3,0.04450702667236328,False
29,MEDQA,0.27232539653778076,0.01196514256298542,0.010559202171862125,0.57651287317276,0.1286374181509018,3,0.04503178596496582,False
30,MEDQA,0.1834115982055664,0.04637371748685837,0.09817315638065338,0.031872157007455826,0.6401693820953369,4,0.04348397254943848,False
31,MEDQA,0.16357503831386566,0.04135824739933014,0.1124233677983284,0.4446430504322052,0.23800028860569,2,0.030879974365234375,False
32,MEDQA,0.08221989125013351,0.030247006565332413,0.6075273752212524,0.05650885030627251,0.22349683940410614,4,0.0452573299407959,False
33,MEDQA,0.015515102073550224,0.0018530146917328238,0.01066336315125227,0.012083173729479313,0.9598853588104248,1,0.031290292739868164,False
34,MEDQA,0.6950822472572327,0.0503515899181366,0.07326112687587738,0.04443512111902237,0.13686981797218323,1,0.05183887481689453,False
35,MEDQA,0.8346009254455566,0.01190494280308485,0.11295095086097717,0.00818213913589716,0.03236098960042,0,0.0317225456237793,False
36,MEDQA,0.022552918642759323,0.0008744715596549213,0.0020977482199668884,0.9589744806289673,0.015500378794968128,4,0.028251171112060547,False
37,MEDQA,0.6373799443244934,0.05928557366132736,0.05231933295726776,0.12550754845142365,0.12550754845142365,0,0.030821800231933594,False
38,MEDQA,0.15638978779315948,0.08370942622423172,0.12179649621248245,0.15638978779315948,0.48171448707580566,4,0.04346346855163574,False
39,MEDQA,0.2847527265548706,0.09244567155838013,0.10475467890501022,0.1524171382188797,0.36562973260879517,0,0.031149864196777344,False
40,MEDQA,3.5291635867906734e-05,3.1144758395385e-05,9.593260620022193e-05,0.9981371164321899,0.001700446242466569,3,0.043851613998413086,False
41,MEDQA,0.020209267735481262,0.0014639545697718859,0.9737371206283569,0.0039794412441551685,0.0006102670449763536,2,0.05525684356689453,False
42,MEDQA,0.39346379041671753,0.06033962965011597,0.09948322176933289,0.39346379041671753,0.0532495342195034,0,0.04412031173706055,False
43,MEDQA,0.23107531666755676,0.15881559252738953,0.051559872925281525,0.26184263825416565,0.29670658707618713,2,0.0265195369720459,False
44,MEDQA,0.04399508237838745,0.10553871095180511,0.04985295608639717,0.7798314690589905,0.020781803876161575,1,0.043860435485839844,False
45,MEDQA,0.46735885739326477,0.012454691343009472,0.049259260296821594,0.0035683289170265198,0.46735885739326477,4,0.04544997215270996,False
46,MEDQA,0.04257386922836304,0.5877141356468201,0.13113676011562347,0.07019244879484177,0.168382927775383,2,0.031523704528808594,False
47,MEDQA,0.3904591202735901,0.036318354308605194,0.03205083683133125,0.09872352331876755,0.44244813919067383,0,0.046283721923828125,False
48,MEDQA,0.010076649487018585,0.9070711135864258,0.024172626435756683,0.018825659528374672,0.03985392302274704,1,0.04002976417541504,False
49,MEDQA,0.009125716052949429,0.0002431921020615846,0.00027557273278944194,0.05950714275240898,0.9308483600616455,3,0.04529690742492676,False
50,MEDQA,0.0035901570226997137,0.00017874340119305998,0.0005505683948285878,0.00022951104620005935,0.995451033115387,4,0.025884628295898438,False
51,MEDQA,0.6021721363067627,0.033972226083278656,0.029980383813381195,0.04942929744720459,0.28444597125053406,0,0.04568338394165039,False
52,MEDQA,0.06679581105709076,0.05894709378480911,0.05894709378480911,0.7181226015090942,0.09718732535839081,3,0.031110286712646484,False
53,MEDQA,0.10383705049753189,0.029749812558293343,0.5975409746170044,0.21982304751873016,0.049049150198698044,3,0.027788639068603516,False
54,MEDQA,0.0005520559498108923,0.9981405735015869,0.0005520559498108923,0.0005520559498108923,0.00020309003593865782,1,0.030999183654785156,False
55,MEDQA,0.008121662773191929,0.9387365579605103,0.004926037508994341,0.01181694958359003,0.036398764699697495,1,0.03169679641723633,False
56,MEDQA,0.43448999524116516,0.007022876758128405,0.3383811414241791,0.20523853600025177,0.014867429621517658,2,0.02592158317565918,False
57,MEDQA,0.2608429789543152,0.2608429789543152,0.10873553156852722,0.2608429789543152,0.10873553156852722,1,0.03139615058898926,False
58,MEDQA,0.003574149217456579,0.0013148559955880046,0.9910125136375427,0.0013148559955880046,0.0027835501823574305,2,0.05653715133666992,False
59,MEDQA,0.05705637112259865,0.039214227348566055,0.22566232085227966,0.06465332955121994,0.6134137511253357,0,0.04558610916137695,False
60,MEDQA,0.029045669361948967,0.019962778314948082,0.054264456033706665,0.8488389253616333,0.04788821563124657,3,0.031697988510131836,False
61,MEDQA,0.9692306518554688,0.008385487832129002,0.0065306248143315315,0.005086055491119623,0.010767179541289806,0,0.028409719467163086,False
62,MEDQA,0.30869078636169434,0.07804924994707108,0.1286814659833908,0.27241864800453186,0.2121598720550537,3,0.04554915428161621,False
63,MEDQA,0.9149602651596069,0.0042371065355837345,0.004801271017640829,0.02438286505639553,0.05161852389574051,0,0.04480695724487305,False
64,MEDQA,0.15895098447799683,0.024375922977924347,0.20409712195396423,0.381303608417511,0.23127232491970062,0,0.04584693908691406,False
65,MEDQA,0.2844679355621338,0.05601505935192108,0.46900832653045654,0.07192476093769073,0.11858387291431427,2,0.03184342384338379,False
66,MEDQA,0.04665503278374672,0.022038277238607407,0.08716307580471039,0.8269802331924438,0.01716342754662037,3,0.03982686996459961,False
67,MEDQA,0.11339782178401947,0.03248902037739754,0.8379029035568237,0.0026668612845242023,0.013543439097702503,2,0.04405951499938965,False
68,MEDQA,0.1904919445514679,0.07940885424613953,0.10196298360824585,0.31406810879707336,0.31406810879707336,3,0.04562640190124512,False
69,MEDQA,0.2021767944097519,0.06563719362020493,0.2941654920578003,0.17842039465904236,0.25960013270378113,0,0.04530835151672363,False
70,MEDQA,0.7387430667877197,0.04722626134753227,0.05351436883211136,0.04722626134753227,0.11328992247581482,0,0.05658435821533203,False
71,MEDQA,0.4496612250804901,0.017435258254408836,0.4496612250804901,0.022387312725186348,0.06085502728819847,0,0.04531979560852051,False
72,MEDQA,0.19981376826763153,0.10695260763168335,0.47932833433151245,0.10695260763168335,0.10695260763168335,2,0.056374549865722656,False
73,MEDQA,0.2227683961391449,0.10522834211587906,0.08195191621780396,0.2227683961391449,0.3672829866409302,1,0.03200268745422363,False
74,MEDQA,0.29743391275405884,0.05168626829981804,0.20442314445972443,0.33703678846359253,0.1094198226928711,2,0.04410219192504883,False
75,MEDQA,0.1002282202243805,0.02236393839120865,0.5767735838890076,0.0884510949254036,0.2121831476688385,0,0.031192302703857422,False
76,MEDQA,0.011467994190752506,0.9110156297683716,0.024277742952108383,0.007881829515099525,0.04535679519176483,1,0.04527544975280762,False
77,MEDQA,0.6399717330932617,0.1112104132771492,0.05253208056092262,0.0981428474187851,0.0981428474187851,1,0.03122878074645996,False
78,MEDQA,0.008226259611546993,0.0034292154014110565,0.0034292154014110565,0.8391013145446777,0.1458139419555664,3,0.03117990493774414,False
79,MEDQA,0.02875502035021782,0.00499687297269702,0.9522354602813721,0.0034342973958700895,0.010578379966318607,2,0.0439305305480957,False
80,MEDQA,0.001143218600191176,0.976375937461853,0.008447307161986828,0.006578769534826279,0.007454722188413143,1,0.025919675827026367,False
81,MEDQA,0.24204760789871216,0.03711920604109764,0.042061567306518555,0.16635672748088837,0.512414813041687,1,0.03126382827758789,False
82,MEDQA,0.0161944217979908,0.0028141688089817762,0.8841854929924011,0.003613464068621397,0.09319246560335159,2,0.03099822998046875,False
83,MEDQA,0.4322793781757355,0.26219069957733154,0.08512085676193237,0.04020824655890465,0.18020084500312805,1,0.04417920112609863,False
84,MEDQA,0.23141644895076752,0.058511242270469666,0.06630191951990128,0.3815412223339081,0.26222920417785645,3,0.04590106010437012,False
85,MEDQA,0.3092125952243805,0.02538171410560608,0.5098053812980652,0.04184737429022789,0.11375296115875244,2,0.045337677001953125,False
86,MEDQA,0.0151659632101655,0.0010986186098307371,0.8280335068702698,0.1438906490802765,0.011811262927949429,2,0.0393979549407959,False
87,MEDQA,0.024313906207680702,0.008944585919380188,0.008944585919380188,0.9123725891113281,0.04542435333132744,3,0.05696916580200195,False
88,MEDQA,0.03680206462740898,0.004980618134140968,0.7391892671585083,0.007246756460517645,0.21178127825260162,2,0.04391741752624512,False
89,MEDQA,0.21066699922084808,0.009256062097847462,0.7353000640869141,0.008168445900082588,0.036608435213565826,2,0.04599308967590332,False
90,MEDQA,0.15614338219165802,0.03484029695391655,0.014523597434163094,0.1769336462020874,0.6175590753555298,4,0.04470419883728027,False
91,MEDQA,0.05969792976975441,0.8241044878959656,0.05969792976975441,0.003816360840573907,0.052683234214782715,1,0.04443788528442383,False
92,MEDQA,0.00015820049156900495,0.00013961145305074751,0.00017926465079654008,0.9983539581298828,0.0011689522070810199,3,0.03127741813659668,False
93,MEDQA,0.22868217527866364,0.08412747085094452,0.2591308355331421,0.0953289121389389,0.33273059129714966,4,0.04352307319641113,False
94,MEDQA,0.09109858423471451,0.01793837361037731,0.3179652988910675,0.048761557787656784,0.5242361426353455,2,0.04354524612426758,False
95,MEDQA,0.4301357865333557,0.05137239396572113,0.10875535756349564,0.33499008417129517,0.07474639266729355,3,0.04488372802734375,False
96,MEDQA,0.6039206981658936,0.06365276873111725,0.04374787211418152,0.09261424094438553,0.19606433808803558,0,0.045645713806152344,False
97,MEDQA,0.12152291089296341,0.6993160843849182,0.057403359562158585,0.02711542695760727,0.09464213997125626,1,0.031084299087524414,False
98,MEDQA,0.09333732724189758,0.012631833553314209,0.8855599164962769,0.0017095328075811267,0.00676133343949914,2,0.02855825424194336,False
99,MEDQA,0.30152517557144165,0.1424304097890854,0.23482804000377655,0.08638840913772583,0.23482804000377655,2,0.03092813491821289,False
100,MEDQA,0.03847913444042206,0.005207584705203772,0.6820589900016785,0.02333877421915531,0.2509154975414276,4,0.043822288513183594,False
101,MEDQA,0.6861076354980469,0.03415928781032562,0.07231520861387253,0.07231520861387253,0.13510259985923767,0,0.031118154525756836,False
102,MEDQA,0.9816583395004272,0.0051512704230844975,0.004545979667454958,0.001149403746239841,0.007495054043829441,0,0.026167869567871094,False
103,MEDQA,0.9922800064086914,0.0004274172242730856,0.00048432714538648725,0.00012245707330293953,0.0066859303042292595,0,0.044020652770996094,False
104,MEDQA,0.022729819640517235,0.0009986786171793938,0.9664965271949768,0.0023957055527716875,0.007379292044788599,2,0.04600691795349121,False
105,MEDQA,0.00029583534342236817,0.9992927312850952,0.0001233225193573162,8.475824870401993e-05,0.0002033244672929868,1,0.03180360794067383,False
106,MEDQA,0.5080611705780029,0.18690526485443115,0.12845797836780548,0.08828779309988022,0.08828779309988022,2,0.04569435119628906,False
107,MEDQA,0.37339699268341064,0.050533782690763474,0.05726228281855583,0.4794512093067169,0.03935575112700462,0,0.0317234992980957,False
108,MEDQA,0.107720747590065,0.014578417874872684,0.030862510204315186,0.05088367685675621,0.7959546446800232,4,0.031915903091430664,False
109,MEDQA,0.07136457413434982,0.46535545587539673,0.08086664974689484,0.13332657516002655,0.24908684194087982,2,0.044286489486694336,False
110,MEDQA,0.08917524665594101,0.11450327932834625,0.1010487973690033,0.4528692662715912,0.24240346252918243,3,0.05582094192504883,False
111,MEDQA,0.048922061920166016,0.00312748271971941,0.40961939096450806,0.012369433417916298,0.525961697101593,2,0.04411816596984863,False
112,MEDQA,0.3759263753890991,0.05087609961628914,0.05087609961628914,0.03962234780192375,0.4826990067958832,1,0.04572606086730957,False
113,MEDQA,0.39565300941467285,0.08828212320804596,0.05354581028223038,0.3491625487804413,0.11335648596286774,3,0.04001045227050781,False
114,MEDQA,0.38979485630989075,0.09855557233095169,0.18412604928016663,0.18412604928016663,0.1433975100517273,3,0.04571413993835449,False
115,MEDQA,0.4591539204120636,0.07041353732347488,0.06213972344994545,0.1914038211107254,0.21688894927501678,4,0.028590679168701172,False
116,MEDQA,0.3177057206630707,0.05520898103713989,0.04872175306081772,0.36000776290893555,0.21835574507713318,3,0.03155398368835449,False
117,MEDQA,0.3701908588409424,0.06432952731847763,0.17486578226089478,0.2544282078742981,0.13618561625480652,3,0.04468965530395508,False
118,MEDQA,0.002171918982639909,0.0002939372498076409,0.0031601237133145332,0.00149273662827909,0.9928812980651855,4,0.04425954818725586,False
119,MEDQA,0.005685383919626474,0.008272184059023857,0.9561344981193542,0.0044277808628976345,0.02548012137413025,2,0.03979682922363281,False
120,MEDQA,0.32070183753967285,0.06314993649721146,0.08108612149953842,0.363402783870697,0.17165932059288025,3,0.04556584358215332,False
121,MEDQA,0.0002955389500129968,0.998291552066803,0.00012319895904511213,0.00037947954842820764,0.0009103240445256233,1,0.04535341262817383,False
122,MEDQA,0.012363542802631855,0.0008956120000220835,0.0024345258716493845,0.002148461528122425,0.982157826423645,4,0.045015811920166016,False
123,MEDQA,0.6067460179328918,0.13538333773612976,0.049804747104644775,0.034230269491672516,0.1738356500864029,0,0.045914411544799805,False
124,MEDQA,0.13889603316783905,0.42782989144325256,0.10817233473062515,0.06560984253883362,0.2594919502735138,1,0.026766061782836914,False
125,MEDQA,0.5922988057136536,0.2178945541381836,0.08015892654657364,0.08015892654657364,0.02948882058262825,0,0.03177285194396973,False
126,MEDQA,0.7145273089408875,0.0967007577419281,0.04031087085604668,0.0967007577419281,0.05176018550992012,0,0.04481101036071777,False
127,MEDQA,0.0013156638015061617,0.00025906958035193384,0.0001223758008563891,0.9916213750839233,0.006681492086499929,3,0.03193211555480957,False
128,MEDQA,0.0289730466902256,0.0005306598613969982,0.009406170807778835,0.0016345474869012833,0.9594555497169495,0,0.0448155403137207,False
129,MEDQA,0.6957588791847229,0.08309654891490936,0.07333244383335114,0.0647156611084938,0.08309654891490936,0,0.04449295997619629,False
130,MEDQA,0.15337514877319336,0.28654250502586365,0.038779307156801224,0.3679278492927551,0.15337514877319336,1,0.04458189010620117,False
131,MEDQA,0.10756991058588028,0.7948400974273682,0.030819294974207878,0.027197932824492455,0.03957275673747063,1,0.0317225456237793,False
132,MEDQA,0.736108124256134,0.022228538990020752,0.060423433780670166,0.12791641056537628,0.053323496133089066,0,0.043955326080322266,False
133,MEDQA,0.01444137841463089,0.8934564590454102,0.023809807375073433,0.023809807375073433,0.044482577592134476,1,0.031816959381103516,False
134,MEDQA,0.6520674228668213,0.03246452286839485,0.18682044744491577,0.09999778121709824,0.028649844229221344,0,0.031538963317871094,False
135,MEDQA,0.07641347497701645,0.019320352002978325,0.4397291839122772,0.024807821959257126,0.4397291839122772,2,0.03198409080505371,False
136,MEDQA,0.01871490478515625,0.0013557031052187085,0.0041758595034480095,0.9017345905303955,0.07401888072490692,3,0.031255245208740234,False
137,MEDQA,0.09351924061775208,0.03440380468964577,0.06427476555109024,0.6098220348358154,0.19798022508621216,4,0.04607558250427246,False
138,MEDQA,0.10889683663845062,0.0037262446712702513,0.8046448230743408,0.007888459600508213,0.074843630194664,2,0.045652151107788086,False
139,MEDQA,0.13448065519332886,0.17267657816410065,0.13448065519332886,0.026480810716748238,0.5318813323974609,3,0.03131699562072754,False
140,MEDQA,0.04746164381504059,0.8412777781486511,0.01978495717048645,0.06905628740787506,0.022419292479753494,3,0.04492044448852539,False
141,MEDQA,0.09370701014995575,0.016283836215734482,0.5392466187477112,0.023692842572927475,0.32706961035728455,0,0.05656695365905762,False
142,MEDQA,0.7682732343673706,0.01806805469095707,0.026288863271474838,0.01594500243663788,0.17142494022846222,0,0.03153514862060547,False
143,MEDQA,0.23651579022407532,0.5007039308547974,0.18419869244098663,0.032008931040763855,0.0465727224946022,1,0.030742883682250977,False
144,MEDQA,0.022613584995269775,0.00445287860929966,0.003060415852814913,0.9615540504455566,0.008319072425365448,3,0.03138232231140137,False
145,MEDQA,0.15489378571510315,0.009902028366923332,0.10645684599876404,0.03456147387623787,0.6941857933998108,3,0.04580092430114746,False
146,MEDQA,0.02153543382883072,0.010172617621719837,0.006991531699895859,0.045590512454509735,0.915709912776947,3,0.03161120414733887,False
147,MEDQA,0.009613441303372383,0.04308445379137993,0.01089345570653677,0.8653743863105774,0.0710342526435852,3,0.045546531677246094,False
148,MEDQA,0.045192133635282516,0.5505529046058655,0.021347252652049065,0.12284496426582336,0.2600627839565277,1,0.039650678634643555,False
149,MEDQA,0.5669060945510864,0.019398460164666176,0.01711908169090748,0.05273048207163811,0.343845933675766,4,0.045642852783203125,False
150,MEDQA,0.5718067288398743,0.09936510771512985,0.022171352058649063,0.2701023817062378,0.036554381251335144,0,0.043802738189697266,False
151,MEDQA,0.06178143620491028,0.19030021131038666,0.029183482751250267,0.05452192202210426,0.6642130017280579,4,0.028023481369018555,False
152,MEDQA,0.507068932056427,0.04162275418639183,0.047164760529994965,0.23952239751815796,0.16462117433547974,0,0.031397104263305664,False
153,MEDQA,0.9716927409172058,0.008406789042055607,0.015705950558185577,0.0035044713877141476,0.0006900713196955621,0,0.03129458427429199,False
154,MEDQA,0.00022764453024137765,0.00029230135260149837,0.0011560743441805243,0.9873554110527039,0.010968527756631374,3,0.04553985595703125,False
155,MEDQA,0.05719450116157532,0.37295499444007874,0.2563279867172241,0.05719450116157532,0.2563279867172241,4,0.043735504150390625,False
156,MEDQA,0.09061338007450104,0.7586964964866638,0.01784283109009266,0.062277600169181824,0.07056976854801178,1,0.04603075981140137,False
157,MEDQA,0.5080611705780029,0.12845797836780548,0.18690526485443115,0.08828779309988022,0.08828779309988022,0,0.030857086181640625,False
158,MEDQA,0.040368352085351944,0.00900739710777998,0.715546190738678,0.15965993702411652,0.07541801035404205,3,0.05620908737182617,False
159,MEDQA,0.26078206300735474,0.48720499873161316,0.03999222069978714,0.008923470973968506,0.20309725403785706,2,0.052999019622802734,False
160,MEDQA,0.11510400474071503,0.015577632002532482,0.02910284884274006,0.08964309096336365,0.7505723834037781,3,0.04624295234680176,False
161,MEDQA,0.06582052260637283,0.33426418900489807,0.02136879414319992,0.5511084794998169,0.027438074350357056,1,0.04558277130126953,False
162,MEDQA,0.0035076807253062725,0.0007826693472452462,0.00025409553200006485,0.9725826382637024,0.02287295274436474,3,0.03177213668823242,False
163,MEDQA,0.2638269364833832,0.0519505999982357,0.12462301552295685,0.06670588999986649,0.4928935766220093,0,0.04523205757141113,False
164,MEDQA,0.8120099902153015,0.031485043466091156,0.040427595376968384,0.01909664459526539,0.09698076546192169,0,0.045567989349365234,False
165,MEDQA,0.23944543302059174,0.1452309936285019,0.23944543302059174,0.16456829011440277,0.21130985021591187,1,0.031436920166015625,False
166,MEDQA,0.04979114979505539,0.04979114979505539,0.8825692534446716,0.0067384992726147175,0.011109907180070877,1,0.03124690055847168,False
167,MEDQA,0.0016330480575561523,0.0009904936887323856,0.0016330480575561523,0.9585753679275513,0.037167999893426895,3,0.03954601287841797,False
168,MEDQA,0.11667315661907196,0.7608045339584351,0.05511249601840973,0.012297259643673897,0.05511249601840973,1,0.04528975486755371,False
169,MEDQA,0.02394789457321167,0.009982967749238014,0.009982967749238014,0.898638129234314,0.05744801089167595,3,0.031064510345458984,False
170,MEDQA,0.12813213467597961,0.04713717848062515,0.3482992649078369,0.12813213467597961,0.3482992649078369,2,0.030882835388183594,False
171,MEDQA,0.45642590522766113,0.11540254205465317,0.06999517977237701,0.16790971159934998,0.19026662409305573,3,0.04498410224914551,False
172,MEDQA,0.011981017887592316,0.9517701268196106,0.015383930876851082,0.0034326191525906324,0.017432278022170067,2,0.031249523162841797,False
173,MEDQA,0.5060758590698242,0.07760924845933914,0.0996522456407547,0.23905330896377563,0.07760924845933914,0,0.03125810623168945,False
174,MEDQA,0.016761228442192078,0.0048021720722317696,0.0048021720722317696,0.0585024319589138,0.9151320457458496,4,0.031126022338867188,False
175,MEDQA,0.19359338283538818,0.0018979227170348167,0.029688505455851555,0.5262413620948792,0.24857881665229797,3,0.04567456245422363,False
176,MEDQA,0.1406656801700592,0.058638181537389755,0.027698714286088943,0.058638181537389755,0.7143592834472656,4,0.030726194381713867,False
177,MEDQA,0.0008033991907723248,0.0001396098523400724,0.0003349065955262631,0.9983425140380859,0.00037949890247546136,3,0.04470109939575195,False
178,MEDQA,0.5817791223526001,0.03719189390540123,0.12981247901916504,0.03719189390540123,0.2140245884656906,3,0.03141951560974121,False
179,MEDQA,0.0034725205041468143,0.0006837798282504082,0.003934881184250116,0.9628337025642395,0.029075058177113533,3,0.04554939270019531,False
180,MEDQA,0.0038336007855832577,0.0018108647782355547,0.003383140778169036,0.938051164150238,0.052921224385499954,1,0.055486440658569336,False
181,MEDQA,0.5466023087501526,0.044867850840091705,0.15660418570041656,0.05084193870425224,0.20108374953269958,4,0.031159162521362305,False
182,MEDQA,0.1441851109266281,0.3458821177482605,0.1633831411600113,0.04130972921848297,0.30523988604545593,1,0.04359126091003418,False
183,MEDQA,0.054493118077516556,0.012159056961536407,0.7522542476654053,0.07928701490163803,0.10180654376745224,4,0.03990745544433594,False
184,MEDQA,0.9353828430175781,0.0023185822647064924,0.0010952206794172525,0.0014062911504879594,0.0597970224916935,1,0.044284820556640625,False
185,MEDQA,0.04774651303887367,0.0073221647180616856,0.009401845745742321,0.8463271856307983,0.08920222520828247,3,0.04622054100036621,False
186,MEDQA,0.0371822826564312,0.013678597286343575,0.8462648391723633,0.013678597286343575,0.08919565379619598,2,0.03170514106750488,False
187,MEDQA,0.050374481827020645,0.892909049987793,0.020999208092689514,0.008753771893680096,0.02696351706981659,1,0.027869224548339844,False
188,MEDQA,0.0015893264207988977,0.00031295689404942095,0.0055472939275205135,0.05963902920484543,0.9329113960266113,4,0.04491829872131348,False
189,MEDQA,0.2372128665447235,0.12697090208530426,0.1847415566444397,0.39109790325164795,0.05997680872678757,2,0.031019210815429688,False
190,MEDQA,0.3411884009838104,0.019248532131314278,0.02471560426056385,0.5625245571136475,0.052322935312986374,0,0.04497528076171875,False
191,MEDQA,0.031098170205950737,0.0061235930770635605,0.1393723338842392,0.021373439580202103,0.8020324110984802,3,0.030672550201416016,False
192,MEDQA,0.0008037983789108694,3.116664811386727e-05,0.00012326647993177176,0.00020323206263128668,0.9988386034965515,4,0.031080961227416992,False
193,MEDQA,9.609042899683118e-05,2.7530368242878467e-05,0.9997791647911072,3.119599568890408e-05,6.604191730730236e-05,2,0.030814647674560547,False
194,MEDQA,0.18863359093666077,0.03714415431022644,0.35241392254829407,0.06939441710710526,0.35241392254829407,2,0.031404972076416016,False
195,MEDQA,0.1251058578491211,0.03584342449903488,0.7199344635009766,0.06696434319019318,0.0521518811583519,2,0.031455039978027344,False
196,MEDQA,0.2081051915884018,0.08675114810466766,0.23581407964229584,0.1262221783399582,0.3431074619293213,0,0.03127169609069824,False
197,MEDQA,0.02047891542315483,0.01096157357096672,0.870785653591156,0.02629544772207737,0.07147844135761261,2,0.04556679725646973,False
198,MEDQA,0.23323965072631836,0.12484418600797653,0.3845471739768982,0.07572183012962341,0.18164721131324768,4,0.031103134155273438,False
199,MEDQA,0.3735930919647217,0.012783652171492577,0.47970300912857056,0.050560325384140015,0.08335988223552704,3,0.03050851821899414,False
200,MEDQA,0.007647316437214613,0.6075015664100647,0.011126779951155186,0.005255918484181166,0.36846834421157837,1,0.043112993240356445,False
201,MEDQA,0.07066839188337326,0.2794989049434662,0.009563926607370377,0.04856962710618973,0.5916991829872131,1,0.030910253524780273,False
202,MEDQA,0.01877983845770359,0.03096272051334381,0.9048633575439453,0.02128034643828869,0.024113791063427925,3,0.03147482872009277,False
203,MEDQA,0.12951867282390594,0.010631539858877659,0.6577500700950623,0.013651167042553425,0.18844854831695557,0,0.044824838638305664,False
204,MEDQA,0.3791949152946472,0.15807195007801056,0.15807195007801056,0.07466790825128555,0.22999334335327148,2,0.025973081588745117,False
205,MEDQA,0.03941475600004196,0.5441039204597473,0.02390625886619091,0.018618211150169373,0.3739567995071411,1,0.045263051986694336,False
206,MEDQA,0.03367520123720169,0.008514423854649067,0.01802503503859043,0.8684948682785034,0.07129040360450745,3,0.02825784683227539,False
207,MEDQA,0.9693217277526855,0.003961396403610706,0.012201960198581219,0.013826631009578705,0.0006883874884806573,0,0.031027793884277344,False
208,MEDQA,0.2206050604581833,0.018108366057276726,0.0383354127407074,0.6795114278793335,0.04343971237540245,1,0.02812957763671875,False
